"DscRecID","Full_citation","Authors","Year","Title","Source","Volume","Number","Publisher"
18218,"Snook, L.K. no date. Logging and mahogany in the forests of Quintana Roo, Mexico: Why silvicultural management is necessary to sustain _Swietenia macrophylla_. Yale School of Forestry and Environmental Studies. 9 pp.","Snook, L.K.",,"Logging and mahogany in the forests of Quintana Roo, Mexico: Why silvicultural management is necessary to sustain _Swietenia macrophylla_.",,,,
18219,"Anon. no date. Present situation of the management and conservation of Mahogeny in Guatemala. 12 pp.","Anon.",,"Present situation of the management and conservation of Mahogeny in Guatemala.",,,,
18221,"Hummel, F.C. 1982. In the forests of the EEC. _Unasylva_ 34(138):2-16.","Hummel, F.C.",1982,"In the forests of the EEC","_Unasylva_",34,138,
18227,"Heslop-Harrison, J. 1975. Man and the Endangered Plant. pp. xii, xvi in _International Year Book_.","Heslop-Harrison, J.",1975,"Man and the Endangered Plant","_International Year Book_",,,
18230,"Bajracharya, D.M., L.R. Shakya & M.K. Chhetri 1993. _Oberonia micrantha_ King et Pantling, a new record of Orchid from Nepal. _Newletter of Himalayan Botany_ 1(14):5-6. Society of Himalayan Botany, Tokyo.","Bajracharya, D.M., L.R. Shakya, M.K. Chhetri",1993,"_Oberonia micrantha_ King et Pantling, a new record of Orchid from Nepal.","_Newletter of Himalayan Botany_",1,14,
18231,"Ghana Timber Marketing Board 1969. Ghana Hardwoods. London N.W.10, U.K.: A.S. Worth & Co. Ltd. 110 pp. Details on many species og Ghana hardwoods.","Ghana Timber Marketing Board",1969,"Ghana Hardwoods",,,,"A.S. Worth & Co. Ltd."
18233,"Cooper, R.J. 1991. High-value markets for tropical sawnwood, plywood and veneer in the European Community. Rome, Italy: FAO, Publications Division. 82 pp.","Cooper, R.J.",1991,"High-value markets for tropical sawnwood, plywood and veneer in the European Community.",,,,"FAO, Publications Division"
18234,"Jackson, J.K., G.F. Taylor II & C. CondÃ©-Wane 1983. Gestion des ressources forestieres naturelles dans la region du Sahel. Forestry Support Program. 114 pp.","Jackson, J.K., G.F. Taylor II, C. CondÃ©-Wane",1983,"Gestion des ressources forestieres naturelles dans la region du Sahel",,,,"Forestry Support Program"
18240,"Anon. 1993. Mangrove workshop in Belize. _Biological Conservation Newsletter_ 122:1.","Anon.",1993,"Mangrove workshop in Belize","_Biological Conservation Newsletter_",122,,"Department of Botany, Smithsonian Institution"
18241,"Fuller, D. 1993. Biodiversity prospecting. Biological Conservation Newsletter 122:2. Elaborates on the recommendations in the Global Biodiversity Strategy.","Fuller, D.",1993,"Biodiversity prospecting","Biological Conservation Newsletter",122,,"World Resources Institute"
18243,"Anon 1993. A northwestern tree in trouble. _American Horticulturist_ 72(5):20. (Whitebark pine, _Pinus albricaulis_).","Anon",1993,"A northwestern tree in trouble.","_American Horticulturist_",72,5,
18244,"Cogbill, C. 1993. The interplay of botanists and _Potentilla robbinsiana_: discovery, systematic collection and stewardship of rare species. _Rhodora_ 95(881):52-75.","Cogbill, C.",1993,"The interplay of botanists and _Potentilla robbinsiana_: discovery, systematic collection and stewardship of rare species.","_Rhodora_",95,881,
18245,"Committee on Sustainable Agriculture and the Environment in the Humid Tropics. 1993. Sustainable agriculture and the environment in the humid tropics. Washington, D.C., USA.: National Research Council. 720 pp.","Committee on Sustainable Agriculture and the Environment in the Humid Tropics.",1993,"Sustainable agriculture and the environment in the humid tropics.",,,,"National Research Council"
18253,"Grainger, A. 1993. Rates of deforestation in the humid tropics: estimates and measurements. _The Geographic Journal_ 159:33-44.","Grainger, A.",1993,"Rates of deforestation in the humid tropics: estimates and measurements.","_The Geographic Journal_",159,,
18254,"Jeffrey, D. & B. Madden (eds.) 1992. Bioindicators and Environmental Management. San Diego, California, USA.: Academic Press. 471 pp.","Jeffrey, D., B. Madden (eds.)",1992,"Bioindicators and Environmental Management.",,,,"Academic Press"
18257,"Lowman, M., M. Moffett 1993. The ecology of tropical rainforest canopies. _Trends in Ecology and Evolution._ 8(3):104-106.","Lowman, M., M. Moffett",1993,"The ecology of tropical rainforest canopies.","_Trends in Ecology and Evolution._",8,3,
18263,"Tickle, A. 1993. Draft Acid Depostion and Species Database. 28 pp. List of plants in Europe with information on acid deposition.","Tickle, A.",1993,"Draft Acid Depostion and Species Database",,,,
18264,"Conti, F., A. Manzi, F. Pedrotii 1992. Libro Rosso delle piante d'Italia. [Red book of plants in Italy]. Rome: WWF Italia. 637 pp. Illus.","Conti, F., A. Manzi, F. Pedrotii",1992,"Libro Rosso delle piante d'Italia",,,,"WWF Italia"
18265,"Dressler, R.L. 1993. Conversation about orchid conservation and taxonomy.","Dressler, R.L.",1993,"Conversation about orchid conservation and taxonomy",,,,
18266,"Dressler, R.L. 1993. Phylogeny and classification of the orchid family. Cambridge: Cambridge University Press. 314 pp. Illus., col. illus.","Dressler, R.L.",1993,"Phylogeny and classification of the orchid family",,,,"Cambridge University Press"
18267,"Cunningham, A.B. & F.T. Mbenkum 1993. Sustainability of harvesting _Prunus africana_ bark in Cameroon. _People and Plants Working Paper_ 2:1-28. Illus., maps.","Cunningham, A.B., F.T. Mbenkum",1993,"Sustainability of harvesting _Prunus africana_ bark in Cameroon","_People and Plants Working Paper_",2,,
18270,"Farjon, A., C.N. Page & N. Schellevis 1993. A preliminary world list of threatened conifer taxa. _Biodiversity and Conservation_ 2:304-326. 416 Threatened, 1 Extinct. IUCN's V & R categories subdivided.","Farjon, A., C.N. Page, N. Schellevis",1993,"A preliminary world list of threatened conifer taxa","_Biodiversity and Conservation_",2,,
18279,"Muller, M.C. 1991. Field guide to rare vascular plants of the national forests of Alaska. Juneau, Alaska: USDA Forest Service. 63 pp.","Muller, M.C.",1991,"Field guide to rare vascular plants of the national forests of Alaska",,,,"USDA Forest Service"
18283,"Nabhan, G.P. 1989. Wild rice (_Zizania texana_): the endangered, the sacred, and the tamed. pp. 109-123 in Enduring Seeds. San Francisco: North Point Press.","Nabhan, G.P.",1989,"Wild rice (_Zizania texana_): the endangered, the sacred, and the tamed","Enduring Seeds",,,"North Point Press"
18305,"Caribbean Conservation Association, (comp.) 1991. St Lucia: country environmental profile. St Michael, Barbados: Caribbean Conservation Association. xx, 332 pp.","Caribbean Conservation Association, (comp.)",1991,"St Lucia: country environmental profile",,,,"Caribbean Conservation Association"
18308,"Barnard, R.C. 1949. Promising exotics. _Malayan Forester_ 12:212.","Barnard, R.C.",1949,"Promising exotics","_Malayan Forester_",12,,
18309,"Beard, J.S. 1944. Provisional list of trees and shrubs of the Lesser Antilles. _Caribbean Forester_ (Puerto Rico) 5(2):48-67.","Beard, J.S.",1944,"Provisional list of trees and shrubs of the Lesser Antilles","_Caribbean Forester_ (Puerto Rico)",5,2,
18310,"Begue, L. 1967. Chronique phytogÃ©ographique; les forÃªts du Nord de la RÃ©publique du Congo (Brazzaville). _Bois et forÃªts des Tropiques_ 111:63-76.","Begue, L.",1967,"Chronique phytogÃ©ographique; les forÃªts du Nord de la RÃ©publique du Congo (Brazzaville)","_Bois et forÃªts des Tropiques_",111,,
18311,"Brenan, J.P.M. 1967. Leguminosae subfamily Caesalpinioideae. _In_E. Milne-Edwards and R.M. Polhill (eds.). London: Crown Agents.","Brenan, J.P.M.",1967,"Leguminosae subfamily Caesalpinioideae","_In_E. Milne-Edwards and R.M. Polhill (eds.)",,,"Crown Agents"
18312,"Browne, F.G. 1955. Forest trees of Sarawak and Brunei and their products. Kuching: Government Printer. 369 pp.","Browne, F.G.",1955,"Forest trees of Sarawak and Brunei and their products",,,,"Government Printer"
18313,"Burgers, T.F. 1963. Informe final al Gobierno de El Salvador sobre situaciÃ³n actual y desarrollo posible de la silvicultura. FAO. Informe no. 1742.","Burgers, T.F.",1963,"Informe final al Gobierno de El Salvador sobre situaciÃ³n actual y desarrollo posible de la silvicultura",,,,"FAO"
18314,"Synge, H. 1992. Notes on the Extinct Plants from certain islands. Fax to Kerry Walters, WCMC.","Synge, H.",1992,"Notes on the Extinct Plants from certain islands",,,,
18315,"ChardÃ³n, C.E. 1994. Estudios sobre la flora de Puerto Rico.","ChardÃ³n, C.E.",1994,"Estudios sobre la flora de Puerto Rico",,,,
18316,"Corner, E.J.H. 1988. Wayside trees of Malaya. (Third edition).","Corner, E.J.H.",1988,"Wayside trees of Malaya",,,,
18317,"Fanshawe, D.B. 1984. Fifty common trees of Zambia. Zambia: Ministry of Natural Resources and Tourism. Forest Department Bull. No. 5.","Fanshawe, D.B.",1984,"Fifty common trees of Zambia",,,,"Ministry of Natural Resources and Tourism"
18318,"Ferrao, J.E.M. 1979. Flora de Sao TomÃ© e PrÃ­ncipe. Lisbon: Junta de InvestigaÃ§oes CientÃ­ficas do Ultramar. 185 pp. Estudos, ensaios e documentos No. 132.","Ferrao, J.E.M.",1979,"Flora de Sao TomÃ© e PrÃ­ncipe",,,,"Junta de InvestigaÃ§oes CientÃ­ficas do Ultramar"
18319,"George, A.S. (ed.) 1988. Flora of Australia. Vol. 19 Myrtaceae-Eucalyptus, Angophora. Canberra: Australian Government Publishing Service. xvi, 540 pp.","George, A.S. (ed.)",1988,"Flora of Australia",,,,"Australian Government Publishing Service"
18320,"Gilliland, H.B. & M.J. Wantman 1959. Regenerating high forest on Singapore island. _Gardens' Bull._ 17:228-243.","Gilliland, H.B., M.J. Wantman",1959,"Regenerating high forest on Singapore island","_Gardens' Bull._",17,,
18326,"Keay, R.W.J. 1989. The trees of Nigeria. Oxford: Oxford University Press. 476 pp. Illus.","Keay, R.W.J.",1989,"The trees of Nigeria",,,,"Oxford University Press"
18338,"Herbst, D. 1991. Annotations to WCMC plant list for Guam.","Herbst, D.",1991,"Annotations to WCMC plant list for Guam",,,,
18348,"Morgan, S. 1983. _Lindera melissifolium_: a rare southeastern shrub. _Natural Areas Journal_ 3(4):62-66.","Morgan, S.",1983,"_Lindera melissifolium_: a rare southeastern shrub","_Natural Areas Journal_",3,4,
18349,"Carvell, W.N. & W.H. Eshbaugh 1982. A systematic study of the genus _Buckleya_ (Santalaceae). _Castanea_ 17:17-37.","Carvell, W.N., W.H. Eshbaugh",1982,"A systematic study of the genus _Buckleya_ (Santalaceae)","_Castanea_",17,,
18350,"Musselman, L.J., W.F. Mann 1979. Notes on seed germination and parasitism of seedlings of _Buckleya distichophylla_ (Santalaceae). _Castanea_ 44:108-113.","Musselman, L.J., W.F. Mann",1979,"Notes on seed germination and parasitism of seedlings of _Buckleya distichophylla_ (Santalaceae)","_Castanea_",44,,
18351,"Piehl, M.A. 1965. Observations on the parasitic behavior of _Buckleya distichophylla_. _American Journal of Botany_ 52:626.","Piehl, M.A.",1965,"Observations on the parasitic behavior of _Buckleya distichophylla_","_American Journal of Botany_",52,,
18353,"Hammond, P.C. & K.L. Chambers 1985. A new species of _Erythronium_ (Liliaceae) from the coast range of Oregon. _MadroÃ±o_ 32(1):49-56.","Hammond, P.C., K.L. Chambers",1985,"A new species of _Erythronium_ (Liliaceae) from the coast range of Oregon","_MadroÃ±o_",32,1,
18356,"Ellis, S., P. Fay 1978. An illustrated guide to the proposed threatened and endangered plant species in Colorado. Denver, CO: U.S. Fish & Wildlife Service. 114 pp.","Ellis, S., P. Fay",1978,"An illustrated guide to the proposed threatened and endangered plant species in Colorado",,,,"U.S. Fish & Wildlife Service"
18357,"Carr, G.D. 1985. Monograph of the Hawaiian Madiinae (Asteraceae): _Argyroxiphium_, _Dubautia_, and _Wilkesia_. _Allertonia_ 4(1):1-123.","Carr, G.D.",1985,"Monograph of the Hawaiian Madiinae (Asteraceae): _Argyroxiphium_, _Dubautia_, and _Wilkesia_","_Allertonia_",4,1,"Pacific Tropical Garden"
18358,"Lowrey, T.K. 1986. A biosystematic revision of Hawaiian _Tetramolopium_ (Compositae: Astereae). _Allertonia_ 4(4):1-265.","Lowrey, T.K.",1986,"A biosystematic revision of Hawaiian _Tetramolopium_ (Compositae: Astereae)","_Allertonia_",4,4,
18359,"Rury, P.M. 1978. A new and unique, mat-forming merlin's-grass (_Isoetes_) from Georgia. _American Journal of Botany_ 68(4):99-108.","Rury, P.M.",1978,"A new and unique, mat-forming merlin's-grass (_Isoetes_) from Georgia","_American Journal of Botany_",68,4,
18360,"Rury, P.M. 1985. New locations for _Isoetes tegetiformans_ in Georgia. _American Fern Journal_ 75(3):102-104.","Rury, P.M.",1985,"New locations for _Isoetes tegetiformans_ in Georgia","_American Fern Journal_",75,3,
18366,"U.S. Fish and Wildlife Service 1985. Endangered classification proposed for four plants. _Abutilon menziesii_. _Endangered Species Tech. Bull._ 10(8):4.","U.S. Fish and Wildlife Service",1985,"Endangered classification proposed for four plants","_Endangered Species Tech. Bull._",10,8,"U.S. FWS"
18371,"Nature, B. 1973. _Aster vialis_: A study in cooperation. Plant Society Oregon.","Nature, B.",1973,"_Aster vialis_: A study in cooperation",,,,"Plant Society Oregon"
18397,"U.S. Fish and Wildlife Service 1984. Endangered and threatened wildlife and plants; final rule to list _Gouania hillebrandii_ as an endangered species and to designate its critical habitat. _Federal Reg._ 49(219):44753-44757.","U.S. Fish and Wildlife Service",1984,"Endangered and threatened wildlife and plants; final rule to list _Gouania hillebrandii_ as an endangered species and to designate its critical habitat","_Federal Reg._",49,219,
18401,"U.S. Fish and Wildlife Service 1982. Endangered and threatened wildlife and plants; determination of _Isotria medeoloides_ (small whorled pogonia) to be an endangered species. _Federal Reg._ 47(176):39827-39831.","U.S. Fish and Wildlife Service",1982,"Endangered and threatened wildlife and plants; determination of _Isotria medeoloides_ (small whorled pogonia) to be an endangered species","_Federal Reg._",47,176,
18425,"Toolin, L.J. 1982. Status report on _Senecio huachucanus_ (Gray). Arizona Natural Heritage Program Tucson, AZ: U.S. Fish and Wildlife Service. 5 pp.","Toolin, L.J.",1982,"Status report on _Senecio huachucanus_ (Gray)","Arizona Natural Heritage Program",,,"U.S. Fish and Wildlife Service"
18426,"U.S. Fish and Wildlife Service 1985. Endangered and threatened wildlife and plants; proposed endangered status for _Serianthus nelsonii_ Merr. (hayun lagu). _Federal Reg._ 50(207):43423-43426.","U.S. Fish and Wildlife Service",1985,"Endangered and threatened wildlife and plants; proposed endangered status for _Serianthus nelsonii_ Merr. (hayun lagu)","_Federal Reg._",50,207,
18427,"Jenkins, C.F. 1942. Asa Gray and his quest for _Shortia galacifolia_. _Arnoldia_ 2(3-4):13-28.","Jenkins, C.F.",1942,"Asa Gray and his quest for _Shortia galacifolia_","_Arnoldia_",2,"03-Apr",
18428,"Poulson, P.M. 1987. _Towsendia aprica_ Welsh and Reveal (Asteraceae). State Arboretum of Utah.","Poulson, P.M.",1987,"_Towsendia aprica_ Welsh and Reveal (Asteraceae)","State Arboretum of Utah",,,
18429,"U.S. Fish and Wildlife Service 1987. Endangered and threatened wildlife and plants; threatened status for _cirsium pitcheri_. _Federal Reg._ 52(138):27229-27232.","U.S. Fish and Wildlife Service",1987,"Endangered and threatened wildlife and plants; threatened status for _cirsium pitcheri_","_Federal Reg._",52,138,
18430,"U.S. Fish and Wildlife Service 1987. Endangered and threatened wildlife and plants; proposed threatened status for _Echinocereus reichenbachii_ var. _chisoensis_ [sic]. _Federal Reg._ 52(128):25275-25278.","U.S. Fish and Wildlife Service",1987,"Endangered and threatened wildlife and plants; proposed threatened status for _Echinocereus reichenbachii_ var. _chisoensis_ [sic]","_Federal Reg._",52,128,
18434,"Texas Parks & Wildlife Dept. 1987. Distribution of protected plants in Texas. (Map). TX: Texas Parks & Wildlife Dept. Resource Protection Division. 1 pp.","Texas Parks & Wildlife Dept.",1987,"Distribution of protected plants in Texas",,,,"Texas Parks & Wildlife Dept. Resource Protection Division"
18439,"U.S. Fish and Wildlife Service 1987. Endangered and threatened wildlife and plants; proposed threatened status for _Marshallia morhrii_. _Federal Reg._ 52(223):44583-44586.","U.S. Fish and Wildlife Service",1987,"Endangered and threatened wildlife and plants; proposed threatened status for _Marshallia morhrii_","_Federal Reg._",52,223,
18440,"Case, F.W. 1988. Eastern american Trilliums. _On the Fringe_ 11(1):3-17.","Case, F.W.",1988,"Eastern american Trilliums","_On the Fringe_",11,1,
18511,"Austin, D.F. 1988. The rarest morning glory. _Fairchild Tropical Garden Bulletin_ 43(3):22-28.","Austin, D.F.",1988,"The rarest morning glory","_Fairchild Tropical Garden Bulletin_",43,3,
18512,"McCance, R. 1988. Ohio Endangered Plant List: 1988 Version. _On the Fringe_ 6(4):3-4.","McCance, R.",1988,"Ohio Endangered Plant List: 1988 Version","_On the Fringe_",6,4,
18525,"U.S. Fish and Wildlife Service 1988. Recovery plan for fragrant prickly-apple cactus (_Cereus eriophorus_ var. _fragrans_). Atlanta, GA: U.S. Dept. Interior. 15 pp.","U.S. Fish and Wildlife Service",1988,"Recovery plan for fragrant prickly-apple cactus (_Cereus eriophorus_ var. _fragrans_)",,,,"U.S. Dept. Interior"
18528,"U.S. Fish and Wildlife Service 1989. Endangered and threatened wildlife and plants; determination of Endangered status for _Thalictrum cooleyi_ (cooley's meadowrue). _Federal Reg._ 54(24):5935-5938.","U.S. Fish and Wildlife Service",1989,"Endangered and threatened wildlife and plants; determination of Endangered status for _Thalictrum cooleyi_ (cooley's meadowrue)","_Federal Reg._",54,24,
