"DscRecID","Full_citation","Authors","Year","Title","Source","Volume","Number","Publisher"
18052,"Hedge, I.C. & P. Wendelbo 1970. Some remarks on endemism in Afghanistan. _Israel J. Bot._ 19:401-417.","Hedge, I.C., P. Wendelbo",1970,"Some remarks on endemism in Afghanistan","_Israel J. Bot._",19,,
18053,"Hedge, I.C. & P. Wendelbo 1978. Patterns of distribution and endemism in Iran. _Notes Roy. Bot. Soc. Edinburgh_ 36:441-464.","Hedge, I.C., P. Wendelbo",1978,"Patterns of distribution and endemism in Iran","_Notes Roy. Bot. Soc. Edinburgh_",36,,
18055,"Keng, H. 1990. The concise flora of Singapore. Gymnosperms and dicots. Singapore: Singapore University Press.","Keng, H.",1990,"The concise flora of Singapore. Gymnosperms and dicots",,,,"Singapore University Press"
18056,"Said, I.Mohd. 1989. Country report Malaysia. pp. 186-191 _In_ Siemonsma, J.S. & Wulijarni-Soetjipto, N. (eds.), Plant resources of South-East Asia. Proceedings of the First PROSEA International Symposium, May 22-25, 1989, Jakarta, Indonesia. Wageningen: Pudoc.","Said, I.Mohd.",1989,"Country report Malaysia","_In_ Siemonsma, J.S. & Wulijarni-Soetjipto, N. (eds.), Plant resources of South-East Asia. Proceedings of the First PROSEA International Symposium, May 22-25, 1989, Jakarta, Indonesia.",,,"Pudoc"
18058,"Miller, A.G. & A.N. Nyberg 1991. Patterns of endemism in Arabia. _Flora et Vegetatio_ IX:263-279.","Miller, A.G., A.N. Nyberg",1991,"Patterns of endemism in Arabia","_Flora et Vegetatio_","IX",,
18059,"Schmida, A. 1984. Endemism in the flora of Israel. _Bot. Jahrb. Syst._ 104:537-567.","Schmida, A.",1984,"Endemism in the flora of Israel","_Bot. Jahrb. Syst._",104,,
18060,"Arditti, J. (ed.) 1982. Orchid biology: Reviews and perspectives II. Ithaca, New York: Cornell Univ. Press.","Arditti, J. (ed.)",1982,"Orchid biology: Reviews and perspectives II",,,,"Cornell Univ. Press"
18061,"Webb, D.A. 1978. Flora Europaea - a retrospect. _Taxon_ 27:3-14.","Webb, D.A.",1978,"Flora Europaea - a retrospect","_Taxon_",27,,
18062,"Arditti, J. (ed.) 1984. Orchid biology: Reviews and perspectives III. Ithaca, New York: Cornell Univ. Press.","Arditti, J. (ed.)",1984,"Orchid biology: Reviews and perspectives III",,,,"Cornell Univ. Press"
18063,"Zohary, M. 1973. Geobotanical foundations of the Middle East, 2 vols. Stuttgart and Amsterdam. Swets & Zeitlinger. 739 pp.","Zohary, M.",1973,"Geobotanical foundations of the Middle East, 2 vols",,,,"Swets & Zeitlinger"
18064,"Arditti, J. (ed.) 1987. Orchid biology: Reviews and perspectives IV. Ithaca, New York: Cornell Univ. Press.","Arditti, J. (ed.)",1987,"Orchid biology: Reviews and perspectives IV",,,,"Cornell Univ. Press"
18065,"Arditti, J. (ed.) 1990. Orchid biology: Reviews and perspectives V. Ithaca, New York: Cornell Univ. Press.","Arditti, J. (ed.)",1990,"Orchid biology: Reviews and perspectives V",,,,"Cornell Univ. Press"
18066,"Bechtel, H., P.J. Cribb, E. Launert 1986. Manual of cultivated orchid species. (2nd edition). Cambridge, MA: MIT Press.","Bechtel, H., P.J. Cribb, E. Launert",1986,"Manual of cultivated orchid species",,,,"MIT Press"
18067,"Darwin, C. 1862. On the various contrivances by which the British and foreign orchids are fertilised by insects. London: John Murray.","Darwin, C.",1862,"On the various contrivances by which the British and foreign orchids are fertilised by insects",,,,"John Murray"
18068,"Dressler, R.L. 1981. The orchids: Natural history and classification. Cambridge, MA: Harvard Univ. Press. ksw.","Dressler, R.L.",1981,"The orchids: Natural history and classification",,,,"Harvard Univ. Press"
18069,"Dressler, R.L. 1986. Recent advances in orchid phylogeny. _Lindleyana_ 1:5-20.","Dressler, R.L.",1986,"Recent advances in orchid phylogeny","_Lindleyana_",1,,
18070,"Dressler, R.L. 1990. The Neottieae in orchid classification. _Lindleyana_ 5:102-109.","Dressler, R.L.",1990,"The Neottieae in orchid classification","_Lindleyana_",5,,
18071,"Dressler, R.L. 1990. The Spiranthoideae: grade or subfamily? _Lindleyana_ 5:110-116.","Dressler, R.L.",1990,"The Spiranthoideae: grade or subfamily?","_Lindleyana_",5,,
18072,"Hawkes, A.D. 1965. Encyclopaedia of cultivated orchids. London: Faber and Faber.","Hawkes, A.D.",1965,"Encyclopaedia of cultivated orchids",,,,"Faber and Faber"
18073,"Pijl, L., C.H. Dodson 1966. Orchid flowers: Their pollination and evolution. Coral Gables, Florida: Univ. Miami Press.","Pijl, L., C.H. Dodson",1966,"Orchid flowers: Their pollination and evolution",,,,"Univ. Miami Press"
18074,"Pridgeon, A.M. 1987. The velamen and exodermis of orchid roots. pp. 139-192 in Orchid biology: Reviews and perspectives, IV, ed. J. Arditti. Ithaca, New York: Cornell Univ. Press.","Pridgeon, A.M.",1987,"The velamen and exodermis of orchid roots","Orchid biology: Reviews and perspectives, IV, ed. J. Arditti",,,"Cornell Univ. Press"
18075,"Reinikka, M.E. 1972. A history of the orchid. Coral Gables, Florida: Univ. Miami Press.","Reinikka, M.E.",1972,"A history of the orchid",,,,"Univ. Miami Press"
18076,"Schultes, R.E. & A.S. Pease 1963. Generic names of orchids: Their origin and meaning. New York: Academic Press.","Schultes, R.E., A.S. Pease",1963,"Generic names of orchids: Their origin and meaning",,,,"Academic Press"
18077,"Sheehan, T. & M. Sheehan 1979. Orchid genera illustrated. New York: Van Nostrand Rheinhold.","Sheehan, T., M. Sheehan",1979,"Orchid genera illustrated",,,,"Van Nostrand Rheinhold"
18078,"Stewart, J. 1988. Orchids. Kew, England: Royal Botanic Gardens.","Stewart, J.",1988,"Orchids",,,,"Royal Botanic Gardens"
18079,"Veitch, J.&.S. 1887-1894. A manual of orchidaceous plants. Amsterdam: A. Asher & Co. Reprinted 1963.","Veitch, J.&.S.",1887,"A manual of orchidaceous plants",,,,"A. Asher & Co"
18080,"Bockemuhl, L. 1989. _Odontoglossum_: A monograph and iconograph. Hildesheim: Kurt Schmersow.","Bockemuhl, L.",1989,"_Odontoglossum_: A monograph and iconograph",,,,"Kurt Schmersow"
18084,"Cribb, P. 1986. The 'antelope' dendrobiums. _Kew Bull._ 41:615-692.","Cribb, P.",1986,"The 'antelope' dendrobiums","_Kew Bull._",41,,
18085,"Cribb, P. & I. Butterfield 1988. The genus _Pleione_. Portland, Oregon: Timber Press.","Cribb, P., I. Butterfield",1988,"The genus _Pleione_",,,,"Timber Press"
18086,"Miller, T. 1991. Socotra Centres of Plant Diversity (CPD) data sheet.","Miller, T.",1991,"Socotra Centres of Plant Diversity (CPD) data sheet",,,,
18088,"Dressler, R.L. & G.E. Pollard 1974. The genus _Encyclia_ in Mexico. Mexico City: Asociacion Mexicana de Orquideologia.","Dressler, R.L., G.E. Pollard",1974,"The genus _Encyclia_ in Mexico",,,,"Asociacion Mexicana de Orquideologia"
18089,"Luer, C.A. 1983. Thesaurus masdevalliarum. A monograph of the genus _Masdevallia_. Munich: Helga Koniger. 16 vols. Col. illus.","Luer, C.A.",1983,"Thesaurus masdevalliarum. A monograph of the genus _Masdevallia_",,,,"Helga Koniger"
18090,"Luer, C.A. 1986-1989. Icones pleurothallidinarum I-VI. St. Louis: Missouri Botanical Garden. Illus.","Luer, C.A.",1986,"Icones pleurothallidinarum I-VI",,,,"Missouri Botanical Garden"
18092,"Luer, C.A. & R. Escobar 1988. Thesaurus Dracularum. A monograph of the genus _Dracula_. St. Louis: Missouri Botanical Garden. 5 vols.","Luer, C.A., R. Escobar",1988,"Thesaurus Dracularum. A monograph of the genus _Dracula_",,,,"Missouri Botanical Garden"
18093,"Reeve, T.M. & P.J.B. Woods 1989. A revision of _Dendrobium_ section _Oxyglossum_. _Notes RBG Edinburgh_ 46:161-305.","Reeve, T.M., P.J.B. Woods",1989,"A revision of _Dendrobium_ section _Oxyglossum_","_Notes RBG Edinburgh_",46,,
18094,"Sweet, H.R. 1980. The genus _Phalaenopsis_. Pomona, CA: Orchid Digest Inc.","Sweet, H.R.",1980,"The genus _Phalaenopsis_",,,,"Orchid Digest Inc"
18095,"Vermeulen, J.J. 1987. A taxonomic revision of the continental African Bulbophyllinae. Orchid Monographs, vol. 2. Leiden: E.J. Brill.","Vermeulen, J.J.",1987,"A taxonomic revision of the continental African Bulbophyllinae",,,,"E.J. Brill"
18096,"Ames, O. & D.S. Correll 1952-1953. Orchids of Guatemala. _Fieldiana (Bot.)_ 26:1-727.","Ames, O., D.S. Correll",1952,"Orchids of Guatemala","_Fieldiana (Bot.)_",26,,
18097,"Case, F.W. 1987. Orchids of the western Great Lakes region. Bloomfield Hills, Michigan: Cranbrook Inst. of Science.","Case, F.W.",1987,"Orchids of the western Great Lakes region",,,,"Cranbrook Inst. of Science"
18098,"Clements, M.A. 1989. Catalogue of Australian Orchidaceae. _Australian Orchid Res._ 1:1-60.","Clements, M.A.",1989,"Catalogue of Australian Orchidaceae","_Australian Orchid Res._",1,,
18099,"Comber, J. 1990. Orchids of Java. Kew, England: Royal Botanic Gardens.","Comber, J.",1990,"Orchids of Java",,,,"Royal Botanic Gardens"
18100,"Cribb, P.J. 1989. Orchidaceae Part III _in_ Flora of tropical East Africa. Rotterdam: A.A. Balkema.","Cribb, P.J.",1989,"Orchidaceae Part III _in_ Flora of tropical East Africa",,,,"A.A. Balkema"
18101,"Davies, P., J. Davies & A. Huxley 1983. Wild orchids of Britain and Europe. London: Chatto & Windus, Hogarth Press.","Davies, P., J. Davies, A. Huxley",1983,"Wild orchids of Britain and Europe",,,,"Chatto & Windus, Hogarth Press"
18102,"Nasir, Y. 1991. Threatened plants of Pakistan. pp. 229-234 _In_ Plant Life of South Asia, S.J. Ali & A. Ghaffer (eds.).","Nasir, Y.",1991,"Threatened plants of Pakistan","_In_ Plant Life of South Asia, S.J. Ali & A. Ghaffer (eds.)",,,
18103,"Dodson, C.H., D.E. Bennet 1989. Orchids of Peru. Icones plantarum tropicarum, series II. Fascicles 1,2. St Louis, Missouri: Missouri Botanical Garden.","Dodson, C.H., D.E. Bennet",1989,"Orchids of Peru",,,,"Missouri Botanical Garden"
18104,"Dodson, C.H. & R. Vasquez 1989. Orchids of Bolivia. Icones plantarum tropicarum, series II. Fascicles 3,4. St Louis, Missouri: Missouri Botanical Garden. Illus.","Dodson, C.H., R. Vasquez",1989,"Orchids of Bolivia",,,,"Missouri Botanical Garden"
18105,"Dodson, C.H. & P.M. Dodson 1989. Orchids of Ecuador. Icones plantarum tropicarum, series II. Fascicles 5, 6. St Louis, Missouri: Missouri Botanical Garden. Illus.","Dodson, C.H., P.M. Dodson",1989,"Orchids of Ecuador",,,,"Missouri Botanical Garden"
18106,"Dunsterville, G.C.K. & L.A. Garay 1959-1976. Venezuelan orchids illustrated. London: Andre Deutsch. 6 vols.","Dunsterville, G.C.K., L.A. Garay",1959,"Venezuelan orchids illustrated",,,,"Andre Deutsch"
18108,"Escobar, R.R. (ed.) 1990. Native Colombian orchids. MedellÃ­n: CompaÃ±ia Lithografica Nacional. 4 vols.","Escobar, R.R. (ed.)",1990,"Native Colombian orchids",,,,"CompaÃ±ia Lithografica Nacional"
18109,"Garay, L.A. & H.R. Sweet 1974. Orchids of the southern Ryukyu Islands. Cambridge, MA: Harvard University.","Garay, L.A., H.R. Sweet",1974,"Orchids of the southern Ryukyu Islands",,,,"Harvard University"
18110,"HÃ¡gsater, E., G.O. Salazar 1990. Orchids of Mexico. Icones Orchidacearum. Fascicle 1. Mexico City: Asociacion Mexicana de Orquideologia. 1-100 pp. Illus.","HÃ¡gsater, E., G.O. Salazar",1990,"Orchids of Mexico",,,,"Asociacion Mexicana de Orquideologia"
18111,"Holttum, R.E. 1964. Flora of Malaya. Vol 1. Orchids of Malaya. (3rd ed.). Singapore: Govt. Printing Office.","Holttum, R.E.",1964,"Flora of Malaya. Vol 1. Orchids of Malaya",,,,"Govt. Printing Office"
18112,"Johns, J., B. Molloy 1983. Native orchids of New Zealand. Wellington: A.H. & A.W. Reed.","Johns, J., B. Molloy",1983,"Native orchids of New Zealand",,,,"A.H. & A.W. Reed"
18113,"Jones, D.L. 1988. Native orchids of Australia. Frenchs Forest, NSW: Reed Books.","Jones, D.L.",1988,"Native orchids of Australia",,,,"Reed Books"
18114,"Luer, C.A. 1972. The native orchids of Florida. Bronx: New York Botanical Garden.","Luer, C.A.",1972,"The native orchids of Florida",,,,"New York Botanical Garden"
18115,"Luer, C.A. 1975. The native orchids of the United States and Canada (excluding Florida). Bronx: New York Botanical Garden.","Luer, C.A.",1975,"The native orchids of the United States and Canada (excluding Florida)",,,,"New York Botanical Garden"
18118,"Segerback, L.B. 1983. Orchids of Nigeria. Rotterdam: A.A. Balkema.","Segerback, L.B.",1983,"Orchids of Nigeria",,,,"A.A. Balkema"
18119,"Seidenfaden, G. & T. Smitinand 1958-1965. The orchids of Thailand: A preliminary list. Bangkok: The Siam Society.","Seidenfaden, G., T. Smitinand",1958,"The orchids of Thailand: A preliminary list",,,,"The Siam Society"
18120,"Stewart, J., H.P. Linder, E.A. Schelpe, A.V. Hall 1982. Wild orchids of South Africa. Johannesburg: Macmillan.","Stewart, J., H.P. Linder, E.A. Schelpe, A.V. Hall",1982,"Wild orchids of South Africa",,,,"Macmillan"
18121,"Teo, C.K.H. 1985. Native orchids of peninsula Malaysia. Singapore: Times Books International.","Teo, C.K.H.",1985,"Native orchids of peninsula Malaysia",,,,"Times Books International"
18122,"Vermeulen, J.J. 1991. Orchids of Borneo. Vol 2. _Bulbophyllum_. Kew, England: Bentham-Moxon Trust, Royal Botanic Gardens.","Vermeulen, J.J.",1991,"Orchids of Borneo. Vol 2. _Bulbophyllum_",,,,"Bentham-Moxon Trust, Royal Botanic Gardens"
18123,"Williams, L.O., P.H. Allen 1980. Orchids of Panama. St. Louis: Missouri Botanical Garden.","Williams, L.O., P.H. Allen",1980,"Orchids of Panama",,,,"Missouri Botanical Garden"
18125,"Light, M.H.S. 1990. Doing your part for conservation. _Amer. Orchid Society Bull._ 59:786-793, 897-903, 1014-1022.","Light, M.H.S.",1990,"Doing your part for conservation","_Amer. Orchid Society Bull._",59,,
18126,"Thompson, P.A. 1980. Orchids from seed. Kew, England: Royal Botanic Gardens.","Thompson, P.A.",1980,"Orchids from seed",,,,"Royal Botanic Gardens"
18127,"Wong, P.O. 1973. Wildlife and flowering plants. Korea background series. Seoul, Korea: Korean Overseas Information Service. 126 pp. Map, illus.","Wong, P.O.",1973,"Wildlife and flowering plants",,,,"Korean Overseas Information Service"
18128,"Shimizu, Y. 1992. Origin of _Distylium_ dry forest and occurrence of endangered species in the Bonin Islands. _Pacific Science_ 46(2):179-196. includes maps, figs., photos.","Shimizu, Y.",1992,"Origin of _Distylium_ dry forest and occurrence of endangered species in the Bonin Islands.","_Pacific Science_",46,2,
18129,"Somner, G.V. 1985. Conservacao da flora e o exemplo Sapindaceae. 153 pp. Illus. Universidad de Federal do Rio de Janeiro.","Somner, G.V.",1985,"Conservacao da flora e o exemplo Sapindaceae",,,,"Universidad de Federal do Rio de Janeiro"
18130,"Anon. no date. Annotated list from a section of The Red Data Book for Spain. Information from GÃ³mez-Campo, C. _et al_. 198x. Libro Rojo de especies vegetales amenazadas de EspaÃ±a Peninsular e Islas Baleares.","Anon.",,"Annotated list from a section of The Red Data Book for Spain",,,,
18131,"Anon. 1992. Plant reintroductions in the Mascarenes. _Oryx_ 27(2):75.","Anon.",1992,"Plant reintroductions in the Mascarenes","_Oryx_",27,2,
18132,"Nepstad, D.C., S. Schwartzman (eds.) 1993-1992. Non-timber products from tropical forests. Evaluation of a conservation and development strategy. Bronx, New York: The New York Botanical Garden. 176 pp. Based on papers and discussions of an international symposium convened in Washington, D.C. Case studies from Amazonia, Africa, and Southeast Asia included.","Nepstad, D.C., S. Schwartzman (eds.)",1993,"Non-timber products from tropical forests",,,,"The New York Botanical Garden"
18133,"Sajeva, M., A. Cattabriga, A.M. Orlando & E. Oddo 1992. Manuale per l'identificazione delle Cactaceae e di altre piante succulente. Incluse nell'Appendices I della Convenzione sul Commmercio Internazionale di Specie di Fauna e Flora minacciate da estinzione (CITES). _Piante Grasse_ 12:32. Col. illus. Covers all succulents listed in Appendix I of CITES.","Sajeva, M., A. Cattabriga, A.M. Orlando, E. Oddo",1992,"Manuale per l'identificazione delle Cactaceae e di altre piante succulente","_Piante Grasse_",12,,
18134,"U.S. Department of the Interior. Fish and Wildlife Service 1993. Endangered and threatened wildlife and plants; Endangered or threatened status for seven central Florida plants. _Federal Register_ 58(79):25746-25753. Detailed descriptions of habitat.","U.S. Department of the Interior. Fish and Wildlife Service",1993,"Endangered and threatened wildlife and plants; Endangered or threatened status for seven central Florida plants.","_Federal Register_",58,79,
18136,"Elliott, S. & J. Brimacombe 1985. The medicinal plants of Gunung Leuser National Park, Indonesia. J. Ethnopharmacol. 19(3):285-317. Map, illus.","Elliott, S., J. Brimacombe",1985,"The medicinal plants of Gunung Leuser National Park, Indonesia","_J. Ethnopharmacol.",19,,
18137,"Co-Ordinating Committee on Mangrove Research 1982. Research activities in the Malaysian mangrove ecosystems. Kuala Lumpur: Forestry Department, Peninsular Malaysia. 70 pp.","Co-Ordinating Committee on Mangrove Research",1982,"Research activities in the Malaysian mangrove ecosystems",,,,"Forestry Department, Peninsular Malaysia"
18138,"Carlstrom, A. 1987. A survey of the flora and phytogeography of Rodhos, Simi, Tilos and the Marmaris Peninsula (SE Greece, SW Turkey). Lund: University of Lund. 324 pp. Maps.","Carlstrom, A.",1987,"A survey of the flora and phytogeography of Rodhos, Simi, Tilos and the Marmaris Peninsula (SE Greece, SW Turkey)",,,,"University of Lund"
18139,"Scott, J.K. 1981. A survey method for identifying roadside flora suitable for conservation in Western Australia. Report no. 41. Perth, Western Australia: Department of Fisheries and Wildlife. 56 pp. Maps.","Scott, J.K.",1981,"A survey method for identifying roadside flora suitable for conservation in Western Australia",,,,"Department of Fisheries and Wildlife"
18140,"Daoud, H.S. & A. Al-Rawl 1985. Flora of Kuwait. Volume 1: Dicotyledoneae. London: KPI. 224 pp. Col. illus.","Daoud, H.S., A. Al-Rawl",1985,"Flora of Kuwait. Volume 1: Dicotyledoneae",,,,"KPI"
18142,"Anon. 1975. Underexploited tropical plants with promising economic value. Report of an Ad Hoc Panel of the Advisory Committee on Technology Innovation, Board on Science and Technology for International Development, Commission on International Relations. Washington, DC: National Academy of Sciences. 189 pp. Illus.","Anon.",1975,"Underexploited tropical plants with promising economic value",,,,"National Academy of Sciences"
18143,"Crosby, M. 1978. Systematic studies in Africa: The Twenty-fourth Systematics Symposium. _Ann. Missouri Bot. Gard._ 65:367-368.","Crosby, M.",1978,"Systematic studies in Africa: The Twenty-fourth Systematics Symposium","_Ann. Missouri Bot. Gard._",65,,
18144,"Goldblatt, P. 1978. An analysis of the flora of Southern Africa: its characteristics, relationships, and origins. _Ann. Missouri Bot. Gard._ 65:369-436. Maps.","Goldblatt, P.",1978,"An analysis of the flora of Southern Africa: its characteristics, relationships, and origins","_Ann. Missouri Bot. Gard._",65,,
18145,"Brenan, J.P.M. 1978. Some aspects of the phytogeography of tropical Africa. _Ann. Missouri Bot. Gard._ 65:437-478. Maps.","Brenan, J.P.M.",1978,"Some aspects of the phytogeography of tropical Africa","_Ann. Missouri Bot. Gard._",65,,
18146,"Quezel, P. 1978. Analysis of the flora of Mediterranean and Saharan Africa. _Ann. Missouri Bot. Gard._ 65:479-534. Maps.","Quezel, P.",1978,"Analysis of the flora of Mediterranean and Saharan Africa","_Ann. Missouri Bot. Gard._",65,,
18147,"Leroy, Jean-F. 1978. Composition, origin, and affinities of the Madagascan vascular flora. _Ann. Missouri Bot. Gard._ 65:535-589.","Leroy, Jean-F.",1978,"Composition, origin, and affinities of the Madagascan vascular flora","_Ann. Missouri Bot. Gard._",65,,
18148,"Loc, P.K. 1992. Annotations to: Conservation Status Listing for Indonesia dated 6 April 1992 (TPU).","Loc, P.K.",1992,"Annotations to: Conservation Status Listing for Indonesia dated 6 April 1992 (TPU)",,,,
18149,"Turner, D.A. 1977. Status and distribution of the East African endemic species. _Scopus_ 1:2-11.","Turner, D.A.",1977,"Status and distribution of the East African endemic species","_Scopus_",1,,
18150,"Lee, B., H.O. Ismawi & P. Chai 1986. Rare and threatened plants in Sarawak (excluding orchids). pp. 10-16 _In_ Report of Ad-Hoc Sub-Committee on Flora. Sarawak, Malaysia: Sarawak State Legislature.","Lee, B., H.O. Ismawi, P. Chai",1986,"Rare and threatened plants in Sarawak (excluding orchids)","_In_ Report of Ad-Hoc Sub-Committee on Flora",,,"Sarawak State Legislature"
18151,"Pearce, T. 1992. Conservation of Biodiversity in Africa. Third Regional Workshop on Biological Databases, 27th-28th August 1992. National Museums of Kenya for Regional Coordinating Group. 1-10 pp. Includes mailing list.","Pearce, T.",1992,"Conservation of Biodiversity in Africa",,,,
18153,"Scoones, I., M. Melnyk & J.N. Pretty (comps.) 1992. The hidden harvest. Wild foods and agricultural systems. A literature review and annotated bibliography. London: International Institute for Environment and Development. 256 pp.","Scoones, I., M. Melnyk, J.N. Pretty (comps.)",1992,"The hidden harvest",,,,"International Institute for Environment and Development"
18154,"Landolt, E. 1991. Rote Liste - GefÃ¤hrdung der Farn- und BlÃ¼tenpflanzen in der Schweiz. [Red List - Threatened ferns and flowering plants in Switzerland]. Bern, Switzerland: Bundesamt fÃ¼r Umwelt, Wald und Landschaft. 185 pp.","Landolt, E.",1991,"Rote Liste - GefÃ¤hrdung der Farn- und BlÃ¼tenpflanzen in der Schweiz.",,,,"Bundesamt fÃ¼r Umwelt, Wald und Landschaft"
18155,"Charkevitch, S.S. & N.N. Katchura 1981. [Rare plant species of the Soviet part of the Far East]. Mockba. 232 pp.","Charkevitch, S.S., N.N. Katchura",1981,"[Rare plant species of the Soviet part of the Far East]",,,,
18156,"Rao, Y.S. 1993. Forest News. Forestry Profile: India. _Tigerpaper_ XX(1):1-3. Information on forestry production, climate, economy, population, protected areas.","Rao, Y.S.",1993,"Forest News","_Tigerpaper_","XX",1,
18157,"Anon. no date. Why clear Rhododendron ? Berkshire Trust for Conservation Volunteers Maidenhead, Berkshire. 2 pp.","Anon.",,"Why clear Rhododendron ?","Berkshire Trust for Conservation Volunteers",,,
18158,"Rao, Y.S. 1993. Forest News. Forestry Profile: Myanmar. _Tigerpaper_ XX(1):3-5. Includes information on population, climate, forest resources and species.","Rao, Y.S.",1993,"Forest News","_Tigerpaper_","XX",1,
18159,"Rao, Y.S. 1993. Forest News. Forestry Profile: Nepal. _Tigerpaper_ XX(1):6-8. Includes information on population, climate, forest resources and species.","Rao, Y.S.",1993,"Forest News","_Tigerpaper_","XX",1,
18160,"Rao, Y.S. 1993. Forest News. Forestry Profile: Pakistan. _Tigerpapers_ XX(1):8-10. Includes information on species, climate, population and forest resources.","Rao, Y.S.",1993,"Forest News","_Tigerpapers_","XX",1,
18161,"Rao, Y.S. 1993. Forest News. Forestry Profile: Papua New Guinea. _Tigerpaper_ XX(1):10-12. Includes information on species, population, forest resources and climate.","Rao, Y.S.",1993,"Forest News","_Tigerpaper_","XX",1,
18162,"Rao, Y.S. 1993. Forest News. Forestry Profile: Sri Lanka. _Tigerpaper_ XX(1):12-16. Includes information on climate, species, forest resouces and population.","Rao, Y.S.",1993,"Forest News","_Tigerpaper_","XX",1,
18170,"Jorgensen, P., C. Ulloa, H. Pedersen & J. Luteyn 1992. The Quito herbarium (WCA): 100,000 important collections from Ecuador. _Taxon_ 41(1):51-56.","Jorgensen, P., C. Ulloa, H. Pedersen, J. Luteyn",1992,"The Quito herbarium (WCA): 100,000 important collections from Ecuador","_Taxon_",41,1,
18175,"Cremers, G., M. Hoff 1992. Inventaire taxonomique des plantes de la Guyane Francaise. I. Les pteridophytes. Paris: Secretariat de la Faune et de la Flore, Museum National d'Histoire Naturelle. 133 pp.","Cremers, G., M. Hoff",1992,"Inventaire taxonomique des plantes de la Guyane Francaise. I. Les pteridophytes.",,,,"Secretariat de la Faune et de la Flore, Museum National d'Histoire Naturelle"
18176,"Boggan, J., V. Funk, C. Kelloff, M. Hoff, C. Cramers, C. Feuillet 1992. Checklist of the plants of the Guianas (Guyana, Surinam, French Guiana). Washington, DC: Biological Diversity of the Guianas Program, Smithsonian Institution. 381 pp.","Boggan, J., V. Funk, C. Kelloff, M. Hoff, C. Cramers, C. Feuillet",1992,"Checklist of the plants of the Guianas (Guyana, Surinam, French Guiana).",,,,"Biological Diversity of the Guianas Program, Smithsonian Institution"
18179,"Herter, G. 1949-1956. Flora del Uruguay. Montevideo. 10 fascicles.","Herter, G.",1949,"Flora del Uruguay",,,,
18182,"Toledo, V.M. & M.J. OrdÃ³Ã±ez 1993. The biodiversity scenarios of Mexico: an analysis of terrestrial habitats. pp. 757-777 _In_ Ramamoorthy, T.P., Bye, R., Lot, A. & Fa, T.E. (eds.) Biological Diversity of Mexico: Origins and Distribution. New York: Oxford Univ. Press.","Toledo, V.M., M.J. OrdÃ³Ã±ez",1993,"The biodiversity scenarios of Mexico: an analysis of terrestrial habitats.","_In_ Ramamoorthy, T.P., Bye, R., Lot, A. & Fa, T.E. (eds.) Biological Diversity of Mexico: Origins and Distribution",,,"Oxford Univ. Press"
18184,"Loc, P.K. 1993. CPD overview on Vietnam.","Loc, P.K.",1993,"CPD overview on Vietnam",,,,
18185,"Whistler, A. 1993. CPD sheet for Samoan Islands.","Whistler, A.",1993,"CPD sheet for Samoan Islands",,,,
18186,"Morat, P., T. Jaffre & J.-M. Veillon 1993. CPD data sheet for New Caledonia.","Morat, P., T. Jaffre, J.-M. Veillon",1993,"CPD data sheet for New Caledonia",,,,
18187,"Adams, C.D. 1993. CPD Caribbean overview.","Adams, C.D.",1993,"CPD Caribbean overview",,,,
18188,"Stuessy, T. 1991. CPD data sheet on Juan Fernandez.","Stuessy, T.",1991,"CPD data sheet on Juan Fernandez",,,,
18190,"Given, D. 1993. CPD regional overview on New Zealand.","Given, D.",1993,"CPD regional overview on New Zealand",,,,
18191,"Drucker, G., et al. 1991. CPD data sheet for St Helena. World Heritage Site nomination (preliminary draft).","Drucker, G., et al.",1991,"CPD data sheet for St Helena",,,,
18192,"Friedmann, F., et al. 1991. CPD data sheet for Seychelles.","Friedmann, F., et al.",1991,"CPD data sheet for Seychelles",,,,
18193,"Press, R., et al. 1993. CPD data sheet for Madeira.","Press, R., et al.",1993,"CPD data sheet for Madeira",,,,
18194,"Baldwin, M.F. (ed.) 1992. Natural resources of Sri Lanka: conditions and trends. Colombo: Natural Resources, Energy and Science Authority of Sri Lanka. 280 pp.","Baldwin, M.F. (ed.)",1992,"Natural resources of Sri Lanka: conditions and trends",,,,"Natural Resources, Energy and Science Authority of Sri Lanka"
18195,"Akeroyd, J. 1993. CPD data sheet for Spain and Portugal.","Akeroyd, J.",1993,"CPD data sheet for Spain and Portugal",,,,
18200,"Brako, L. & J.L. Zarucchi 1993. Catalogue of the flowering plants and gymnosperms of Peru. _Mongr. Syst. Bot._ (Missouri Bot. Gard.) 45:1-1286.","Brako, L., J.L. Zarucchi",1993,"Catalogue of the flowering plants and gymnosperms of Peru","_Mongr. Syst. Bot._ (Missouri Bot. Gard.)",45,,
18203,"Vane-Wright, R.I., C.J. Humphries & P.H. Williams 1991. What to protect? - systematics and the agony of choice. _Biol. Cons._ 55:235-254.","Vane-Wright, R.I., C.J. Humphries, P.H. Williams",1991,"What to protect? - systematics and the agony of choice","_Biol. Cons._",55,,
18216,"IngelÃ¶g, T., R. Anderson & M. Tjernberg (eds.) 1993. Red Data Book of the Baltic Region. Part 1. Lists of threatened vascular plants and vertebrates. Uppsala: Swedish Threatened Species Unit. 95 pp.","IngelÃ¶g, T., R. Anderson, M. Tjernberg (eds.)",1993,"Red Data Book of the Baltic Region",,,,"Swedish Threatened Species Unit"
