id,rank,Internal distribution note,Designation
11794,SPECIES,"Previous distributions for Algeria, Bahamas, Belarus, Bulgaria, Central African Republic, Croatia, Cyprus, Czech Republic, Democratic Republic of the Congo, Egypt, El Salvador, French Southern and Antarctic Territories, Gibraltar (United Kingdom), Guadeloupe, Hungary, India, Indonesia, Israel, Italy, Jordan, Kenya, Kuwait, Lesotho, Libya, Luxembourg, Marshall Islands, Montenegro, Mozambique, Oman, Panama, Saint Helena and Dependencies (United Kingdom), Senegal, Serbia, Slovakia, Sudan, Sudan [prior to secession of South Sudan], Switzerland, Türkiye, Ukraine, United Arab Emirates, Uruguay, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11835,SPECIES,"Previous distributions for Seychelles, South Africa, Sri Lanka deleted as part of CMS project 9612 in 2025-2026.",CMS
11792,SPECIES,"Previous distributions for Angola, Burkina Faso, Cabo Verde, Colombia, Faroe Islands, Fiji, Former Serbia and Montenegro, Kiribati, Lebanon, Luxembourg, Maldives, Malta, Namibia, Netherlands Antilles, New Caledonia, Samoa, Seychelles, Sierra Leone, Sudan [prior to secession of South Sudan], United States Minor Outlying Islands, United States of America, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11492,SPECIES,Previous distributions for Liberia deleted as part of CMS project 9612 in 2025-2026.,CMS
11470,SPECIES,"Previous distributions for Australia, Comoros, Israel, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11954,SPECIES,"Previous distributions for Austria, Cambodia, France, Ghana, Gibraltar (United Kingdom), Greece, Ireland, Jordan, Netherlands, Senegal, State of Palestine, Sudan [prior to secession of South Sudan], Switzerland, Türkiye, Uganda, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11707,SPECIES,"Previous distributions for Comoros, Democratic People's Republic of Korea, Jordan, Nauru, New Zealand, Sudan [prior to secession of South Sudan], United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11461,SPECIES,"Previous distributions for Belize, Gibraltar (United Kingdom), Ireland, Netherlands Antilles, Norway, Paraguay, Portugal, Spain, Sudan, Sudan [prior to secession of South Sudan], United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12344,SUBSPECIES,"Previous distributions for Angola, Cameroon, Congo, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Guinea, Guinea Bissau, Liberia, Mauritania, Morocco, Namibia, Nigeria, Senegal, Sierra Leone, Spain, Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
11398,SPECIES,"Previous distributions for Bermuda (United Kingdom), Bosnia and Herzegovina, Czech Republic, Djibouti, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Finland, Hungary, Iceland, Montenegro, Netherlands Antilles, Saint Pierre and Miquelon, Serbia, Seychelles, Slovakia, Somalia, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Uzbekistan deleted as part of CMS project 9612 in 2025-2026.",CMS
12342,SUBSPECIES,"Previous distributions for Albania, Algeria, Angola, Bahrain, Cameroon, Congo, Democratic Republic of the Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, France, Gabon, Gambia, Georgia, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Guinea Bissau, Iran (Islamic Republic of), Ireland, Israel, Italy, Kuwait, Liberia, Libya, Malta, Mauritania, Morocco, Mozambique, Namibia, Nigeria, Oman, Portugal, Qatar, Romania, Russian Federation, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, Sudan [prior to secession of South Sudan], Togo, Tunisia, Turkmenistan, Türkiye, United Republic of Tanzania, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11929,SPECIES,"Previous distributions for Australia, Austria, Belgium, Bermuda (United Kingdom), Bulgaria, Cameroon, Cuba, Czech Republic, Egypt, Finland, Gabon, Germany, Ghana, Indonesia, Israel, Italy, Japan, Jordan, Latvia, Nigeria, Poland, Republic of Korea, Romania, Sweden, Switzerland, Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
95112,SPECIES,Previous distributions for Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.,CMS
11770,SPECIES,"Previous distributions for Christmas Island, Congo, Democratic People's Republic of Korea, Denmark, Estonia, Finland, Former Serbia and Montenegro, Gibraltar (United Kingdom), Iceland, Ireland, Luxembourg, Maldives, Netherlands Antilles, Norway, Seychelles, Sudan [prior to secession of South Sudan], Sweden deleted as part of CMS project 9612 in 2025-2026.",CMS
11314,SPECIES,"Previous distributions for Antigua and Barbuda, Barbados, Belize, British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Ecuador, Greenland, Jamaica, Puerto Rico, Trinidad and Tobago, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11793,SPECIES,"Previous distributions for Belarus, Benin, Burundi, Cabo Verde, Central African Republic, Côte d'Ivoire, Democratic People's Republic of Korea, Democratic Republic of the Congo, Faroe Islands, Finland, Former Serbia and Montenegro, Gabon, Ghana, Gibraltar (United Kingdom), Hong Kong, SAR, Iceland, Ireland, Japan, Latvia, Liberia, Luxembourg, Madagascar, Malta, Nepal, Republic of Korea, Rwanda, Sudan [prior to secession of South Sudan], Taiwan, Province of China, Thailand, Togo, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
94721,SPECIES,"Previous distributions for Faroe Islands, Fiji, Iceland, New Zealand, Samoa deleted as part of CMS project 9612 in 2025-2026.",CMS
96764,SPECIES,"Previous distributions for Austria, Belgium, Bulgaria, Cameroon, Denmark, Finland, France, Germany, Greece, Greenland, Iceland, Ireland, Italy, Kenya, Marshall Islands, Morocco, Netherlands, Netherlands Antilles, Norway, Poland, Portugal, Saint Helena and Dependencies (United Kingdom), Senegal, Spain, Sri Lanka, Svalbard and Jan Mayen Islands, Sweden, Switzerland, Türkiye, United Kingdom of Great Britain and Northern Ireland, United States Minor Outlying Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
11575,SPECIES,"Previous distributions for Former Serbia and Montenegro, Netherlands Antilles, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12015,SPECIES,Previous distributions for Ecuador deleted as part of CMS project 9612 in 2025-2026.,CMS
11527,SPECIES,"Previous distributions for Antigua and Barbuda, Australia, Bermuda (United Kingdom), British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Chile, Croatia, Cuba, Denmark, Falkland Islands (Malvinas), France, Gabon, Germany, Greenland, Grenada, Haiti, Iceland, Ireland, Italy, Jamaica, Malta, Martinique, Mauritania, Netherlands, Netherlands Antilles, New Zealand, Norway, Portugal, Saint Helena and Dependencies (United Kingdom), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Spain, United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11742,SPECIES,"Previous distributions for Austria, Belgium, Denmark, Finland, France, Germany, India, Ireland, Kazakhstan, Kiribati, Madagascar, Malaysia, Mongolia, Myanmar, Netherlands, Norway, Oman, Pakistan, Portugal, Saint Helena and Dependencies (United Kingdom), Seychelles, Singapore, Sri Lanka, Sweden, Thailand, United Kingdom of Great Britain and Northern Ireland, Viet Nam, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11570,SPECIES,"Previous distributions for Cook Islands, Former Serbia and Montenegro, French Southern and Antarctic Territories, Netherlands Antilles, Norway, Pitcairn Islands (United Kingdom), Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12081,SPECIES,"Previous distributions for Antigua and Barbuda, Australia, Barbados, Benin, Bermuda (United Kingdom), British Virgin Islands (United Kingdom), Brunei Darussalam, Burkina Faso, Burundi, Cayman Islands (United Kingdom), Colombia, Costa Rica, Cuba, Democratic Republic of the Congo, Dominica, Dominican Republic, Ecuador, Former Serbia and Montenegro, French Guiana [FR], Ghana, Guadeloupe, Guatemala, Jamaica, Kenya, Macao, SAR, Malaysia, Maldives, Martinique, Montserrat (United Kingdom), Netherlands Antilles, New Zealand, Nicaragua, Panama, Paraguay, Peru, Philippines, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Singapore, Sudan [prior to secession of South Sudan], Togo, Uganda, Venezuela (Bolivarian Republic of), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11823,SPECIES,"Previous distributions for Australia, Austria, Barbados, Cayman Islands (United Kingdom), Czech Republic, Dominica, Falkland Islands (Malvinas), Finland, France, French Guiana [FR], Germany, Greece, Iceland, Ireland, Israel, Italy, Japan, Namibia, Netherlands, Netherlands Antilles, New Zealand, Oman, Poland, Portugal, Saint Lucia, Saint Vincent and the Grenadines, Senegal, South Africa, South Georgia and South Sandwich Islands (United Kingdom), Spain, Suriname, Sweden, Trinidad and Tobago, United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11564,SPECIES,"Previous distributions for Bahrain, Former Serbia and Montenegro, Madagascar, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
12376,SUBSPECIES,"Previous distributions for Argentina, Canada, Chile, French Guiana [FR], Panama, Suriname, United States of America, Uruguay, Venezuela (Bolivarian Republic of) deleted as part of CMS project 9612 in 2025-2026.",CMS
94745,SPECIES,"Previous distributions for Faroe Islands, Iceland, Malawi, Mauritania, Mozambique, Namibia, New Zealand, Rwanda, Solomon Islands, South Africa, Syrian Arab Republic, United States of America, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
12082,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Barbados, Bermuda (United Kingdom), Bhutan, British Virgin Islands (United Kingdom), Canada, Costa Rica, Dominica, Ecuador, Former Serbia and Montenegro, Greenland, Grenada, Guadeloupe, Iceland, Isle of Man (United Kingdom), Marshall Islands, Martinique, Mexico, Montserrat (United Kingdom), Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Trinidad and Tobago, United States of America, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
12140,SPECIES,"Previous distributions for Australia, Austria, Belgium, Czech Republic, Denmark, Finland, France, Germany, Ghana, Hungary, Iceland, Ireland, Italy, Morocco, Netherlands, Netherlands Antilles, New Zealand, Norway, Poland, Portugal, Russian Federation, Saint Helena and Dependencies (United Kingdom), South Georgia and South Sandwich Islands (United Kingdom), Spain, Svalbard and Jan Mayen Islands, Sweden, Switzerland, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
94875,SPECIES,"Previous distributions for Australia, Austria, Belgium, Denmark, Falkland Islands (Malvinas), Finland, France, Iceland, Ireland, Japan, Morocco, Norway, Spain, Sweden, Taiwan, Province of China, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11334,SPECIES,"Previous distributions for Austria, Belarus, Bulgaria, Cabo Verde, Croatia, Czech Republic, Estonia, Finland, Former Serbia and Montenegro, Gambia, Greece, Hungary, Isle of Man (United Kingdom), Italy, Kazakhstan, Latvia, Libya, Malta, Montenegro, Morocco, Poland, Saint Pierre and Miquelon, Serbia, Slovakia, Slovenia, Switzerland, Ukraine deleted as part of CMS project 9612 in 2025-2026.",CMS
11486,SPECIES,"Previous distributions for Australia, Bermuda (United Kingdom), France, Ireland, Japan, Netherlands Antilles, New Zealand, Portugal, Saint Pierre and Miquelon, Spain, Sweden, Taiwan, Province of China, United Kingdom of Great Britain and Northern Ireland, United States Minor Outlying Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
12009,SPECIES,"Previous distributions for Austria, Belgium, Botswana, Burundi, Cyprus, Czech Republic, Côte d'Ivoire, Denmark, Egypt, Ethiopia, Faroe Islands, Finland, Gabon, Germany, Ghana, Hong Kong, SAR, Hungary, Iceland, India, Ireland, Israel, Italy, Kenya, Libya, Malta, Morocco, Namibia, Netherlands, Netherlands Antilles, Norway, Oman, Poland, Portugal, Romania, Saint Helena and Dependencies (United Kingdom), Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Slovakia, South Africa, South Georgia and South Sandwich Islands (United Kingdom), Spain, Svalbard and Jan Mayen Islands, Sweden, Switzerland, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
12127,SPECIES,"Previous distributions for Antigua and Barbuda, Australia, Barbados, Bermuda (United Kingdom), Brunei Darussalam, Canada, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Hong Kong, SAR, Iceland, Liechtenstein, Malaysia, Marshall Islands, New Zealand, Northern Mariana Islands, Papua New Guinea, Philippines, South Georgia and South Sandwich Islands (United Kingdom), Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Territory formerly known as BIOT, Thailand, United States of America, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11795,SPECIES,"Previous distributions for Austria, Belgium, Cabo Verde, Finland, France, Germany, Iceland, Ireland, Japan, Netherlands Antilles, Paraguay, Portugal, Republic of Korea, Spain, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11435,SPECIES,Previous distributions for China deleted as part of CMS project 9612 in 2025-2026.,CMS
94705,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Barbados, Bermuda (United Kingdom), Brazil, British Virgin Islands (United Kingdom), Cayman Islands (United Kingdom), Colombia, Costa Rica, Democratic People's Republic of Korea, Dominica, Greenland, Grenada, Guadeloupe, Guatemala, Iceland, Jamaica, Japan, Lao People's Democratic Republic, Liechtenstein, Martinique, Mauritius, Mexico, Montserrat (United Kingdom), New Zealand, Panama, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Seychelles, Solomon Islands, Trinidad and Tobago, United States Minor Outlying Islands, Venezuela (Bolivarian Republic of), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11296,SPECIES,"Previous distributions for Albania, Denmark, Djibouti, France, Germany, Greenland, Iceland, Ireland, Israel, Mauritania, Morocco, Netherlands, Netherlands Antilles, Poland, Portugal, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
94611,SPECIES,"Previous distributions for Canada, Philippines, Singapore, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11418,SPECIES,"Previous distributions for Belgium, Canada, Denmark, Fiji, Finland, France, Germany, Ireland, Israel, Italy, Kazakhstan, Kenya, Marshall Islands, Mozambique, Netherlands, Norway, Peru, Seychelles, Somalia, South Africa, Sweden, United Kingdom of Great Britain and Northern Ireland, Vanuatu deleted as part of CMS project 9612 in 2025-2026.",CMS
11530,SPECIES,"Previous distributions for Bahrain, Egypt, Greece, Ireland, Israel, Kenya, Maldives, New Zealand, Saudi Arabia, Seychelles, Solomon Islands, Sweden, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
94614,SPECIES,"Previous distributions for Australia, Austria, Belgium, Benin, Bulgaria, Denmark, Egypt, Faroe Islands, Finland, France, French Polynesia, Gabon, Gambia, Germany, Ghana, Hungary, Iceland, India, Ireland, Italy, Japan, Kenya, Malta, Marshall Islands, Micronesia (Federated States of), Morocco, Namibia, Netherlands, Norway, Oman, Poland, Portugal, Republic of Korea, Saudi Arabia, Seychelles, Sierra Leone, South Africa, Spain, Sri Lanka, Svalbard and Jan Mayen Islands, Sweden, Switzerland, Taiwan, Province of China, Tunisia, Ukraine, United Kingdom of Great Britain and Northern Ireland, United States Minor Outlying Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
