Scientific name,Rank,RecID,ParentRank,ParentRecID,Status,Species author,notes
Lepanthes ricina,SPECIES,77715,GENUS,13653,A,"Luer & Dalström, 1996",
Lepanthes ridicula,SPECIES,69206,GENUS,13653,A,"Luer, 1999",
Lepanthes rigidigitata,SPECIES,77376,GENUS,13653,A,"Luer & Hirtz, 2004",
Lepanthes ringens,SPECIES,77689,GENUS,13653,A,"Luer & R.Vásquez, 1992",
Lepanthes rodrigogonzalesii,SPECIES,73583,GENUS,13653,A,"Archila, 2002",
Lepanthes rodrigoi,SPECIES,79887,GENUS,13653,A,"Luer, 1996",
Lepanthes roezliana,SPECIES,75693,GENUS,13653,A,"Luer & R.Escobar, 1988",
Lepanthes rosoria,SPECIES,73359,GENUS,13653,A,"Luer & Hirtz, 2000",
Lepanthes rostrata,SPECIES,82557,GENUS,13653,A,"Ames, 1923",
Lepanthes rotundata,SPECIES,19773,GENUS,13653,A,"Griseb., 1864",
Lepanthes rotundifolia,SPECIES,27764,GENUS,13653,A,"L.O.Williams, 1940",
Lepanthes ruberrima,SPECIES,80302,GENUS,13653,A,"Pupulin, 2012",
Lepanthes rubripetala,SPECIES,79543,GENUS,13653,A,"Stimson, 1970",
Lepanthes rubrolineata,SPECIES,80629,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes rudicula,SPECIES,72665,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes rudipetala,SPECIES,76751,GENUS,13653,A,"Hespenh. & Dod, 1993",
Lepanthes rupestris,SPECIES,77674,GENUS,13653,A,"Stimson, 1970",
Lepanthes rupicola,SPECIES,73224,GENUS,13653,A,"Schltr., 1913",
Lepanthes ruscifolia,SPECIES,80882,GENUS,13653,A,"Rchb.f., 1850",
Lepanthes ruthiana,SPECIES,77242,GENUS,13653,A,"Luer & L.Jost, 1999",
Lepanthes rutkisii,SPECIES,78930,GENUS,13653,A,"Foldats, 1968",
Lepanthes rutrum,SPECIES,59587,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes saccata,SPECIES,80756,GENUS,13653,A,"Luer & R.Escobar, 1988",
Lepanthes salazarii,SPECIES,73024,GENUS,13653,A,"Archila, 2001",
Lepanthes salpiginosa,SPECIES,79845,GENUS,13653,A,"Luer & Sijm, 2009",
Lepanthes saltator,SPECIES,22653,GENUS,13653,A,"Luer, 1983",
Lepanthes saltatrix,SPECIES,59588,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes samacensis,SPECIES,27390,GENUS,13653,A,"Ames, 1923",
Lepanthes sanctiorum,SPECIES,79761,GENUS,13653,A,"Bogarín & Pupulin, 2014",
Lepanthes sandiorum,SPECIES,81949,GENUS,13653,A,"Bogarín & Karremans, 2012",
Lepanthes sanguinea,SPECIES,74988,GENUS,13653,A,"Hook., 1844",
Lepanthes sanjuanensis,SPECIES,77524,GENUS,13653,A,"Bogarín & Karremans, 2012",
Lepanthes sannio,SPECIES,20293,GENUS,13653,A,"Luer & R.Escobar, 1987",
Lepanthes satyrica,SPECIES,72355,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes scalaris,SPECIES,28440,GENUS,13653,A,"Luer, 1983",
Lepanthes scansor,SPECIES,77706,GENUS,13653,A,"Luer & R.Escobar, 1983",
Lepanthes scapha,SPECIES,59589,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes schiedei,SPECIES,21771,GENUS,13653,A,"Rchb.f., 1850",
Lepanthes schizix,SPECIES,25785,GENUS,13653,A,"Luer, 1983",
Lepanthes schizocardia,SPECIES,70736,GENUS,13653,A,"Luer, 1984",
Lepanthes schizura,SPECIES,78327,GENUS,13653,A,"Luer, 1983",
Lepanthes schnitteri,SPECIES,78996,GENUS,13653,A,"Schltr., 1924",
Lepanthes schoonenii,SPECIES,82036,GENUS,13653,A,"Luer, 2010",
Lepanthes schugii,SPECIES,82471,GENUS,13653,A,"Pupulin, 2003",
Lepanthes schultesii,SPECIES,71726,GENUS,13653,A,"Salazar & Soto Arenas, 1996",
Lepanthes scolex,SPECIES,71887,GENUS,13653,A,"Luer, 1986",
Lepanthes scoliosa,SPECIES,74930,GENUS,13653,A,"Luer & Hirtz, 2012",
Lepanthes scolops,SPECIES,76809,GENUS,13653,A,"Luer & R.Vásquez, 1983",
Lepanthes scopula,SPECIES,82704,GENUS,13653,A,"Schltr., 1912",
Lepanthes scopulifera,SPECIES,59590,GENUS,13653,A,"Luer & R.Escobar, 1997",
Lepanthes scrotifera,SPECIES,74765,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes seegeri,SPECIES,81661,GENUS,13653,A,"Luer, 1987",
Lepanthes selenitepala,SPECIES,68866,GENUS,13653,A,"Rchb.f., 1885",
Lepanthes selliana,SPECIES,76101,GENUS,13653,A,"Endrés ex Luer, 1995",
Lepanthes semilaminata,SPECIES,73541,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes semperflorens,SPECIES,79428,GENUS,13653,A,"Dod ex Luer, 2003",
Lepanthes serialina,SPECIES,73585,GENUS,13653,A,"Luer & L.Jost, 1998",
Lepanthes sericinitens,SPECIES,59591,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes series,SPECIES,72200,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes serriola,SPECIES,77536,GENUS,13653,A,"Luer & R.Vásquez, 1983",
Lepanthes setifera,SPECIES,59592,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes siboei,SPECIES,75472,GENUS,13653,A,"Bogarín & D.Jiménez, 2015",
Lepanthes sigsigensis,SPECIES,81836,GENUS,13653,A,"Luer & Hirtz, 1993",
Lepanthes sijmii,SPECIES,78016,GENUS,13653,A,"Luer & Sijm, 2002",
Lepanthes silenus,SPECIES,69561,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes sillarensis,SPECIES,72147,GENUS,13653,A,"Schltr., 1913",
Lepanthes silvae,SPECIES,59593,GENUS,13653,A,"H.Dietr., 1988",
Lepanthes silverstonei,SPECIES,77317,GENUS,13653,A,"Luer, 2001",
Lepanthes similis,SPECIES,74207,GENUS,13653,A,"Luer, 1996",
Lepanthes simplex,SPECIES,80063,GENUS,13653,A,"Hespenh., 1968",
Lepanthes singularis,SPECIES,71837,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes sinuosa,SPECIES,59594,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes skeleton,SPECIES,81945,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes smaragdina,SPECIES,59595,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes sobrina,SPECIES,78964,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes solicitor,SPECIES,71011,GENUS,13653,A,"Luer & R.Escobar, 1985",
Lepanthes sorayae,SPECIES,75196,GENUS,13653,A,"Luer & Cornejo, 2010",
Lepanthes sororcula,SPECIES,70521,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes sotoana,SPECIES,73910,GENUS,13653,A,"Pupulin, Bogarín & C.M.Sm., 2010",
Lepanthes sotoi,SPECIES,70336,GENUS,13653,A,"Archila, 2001",
Lepanthes sousae,SPECIES,29477,GENUS,13653,A,"Salazar & Soto Arenas, 1996",
Lepanthes spadariae,SPECIES,77114,GENUS,13653,A,"Pupulin, 2001",
Lepanthes speciosa,SPECIES,59596,GENUS,13653,A,"Luer & Hirtz, 1992",
Lepanthes spelynx,SPECIES,59597,GENUS,13653,A,"Luer & R.Escobar, 1985",
Lepanthes spiculifera,SPECIES,69482,GENUS,13653,A,"Thoerle & Hirtz, 2015",
Lepanthes splendida,SPECIES,76549,GENUS,13653,A,"Luer & Hirtz, 1993",
Lepanthes spruceana,SPECIES,71713,GENUS,13653,A,"L.Jost & Luer, 2005",
Lepanthes staatsiana,SPECIES,70380,GENUS,13653,A,"Luer & L.Jost, 1999",
Lepanthes standleyi,SPECIES,29316,GENUS,13653,A,"Ames, 1925",
Lepanthes stefaniae,SPECIES,82024,GENUS,13653,A,"Archila, 2002",
Lepanthes stegastes,SPECIES,79559,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes stelidantha,SPECIES,69225,GENUS,13653,A,"Garay & Dunst., 1976",
Lepanthes stelidilabia,SPECIES,59598,GENUS,13653,A,"Luer & R.Escobar, 1991",
Lepanthes stelidipetala,SPECIES,68775,GENUS,13653,A,"Luer, 1996",
Lepanthes stellaris,SPECIES,70158,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes stenophylla,SPECIES,17858,GENUS,13653,A,"Schltr., 1912",
Lepanthes stenorhyncha,SPECIES,74281,GENUS,13653,A,"Luer, 1995",
Lepanthes stenoscleros,SPECIES,69368,GENUS,13653,A,"Schltr., 1920",
Lepanthes stewartiorum,SPECIES,81309,GENUS,13653,A,"Thoerle & Luer, 2010",
Lepanthes steyermarkii,SPECIES,82076,GENUS,13653,A,"Foldats, 1968",
Lepanthes stimsonii,SPECIES,77349,GENUS,13653,A,"Luer, 2002",
Lepanthes striatifolia,SPECIES,76680,GENUS,13653,A,"Hespenh. & Dod, 1993",
Lepanthes strumosa,SPECIES,80493,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes stupenda,SPECIES,21347,GENUS,13653,A,"Luer, 1983",
Lepanthes suarezii,SPECIES,70913,GENUS,13653,A,"Salazar & Soto Arenas, 1996",
Lepanthes suavium,SPECIES,69374,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes subalpina,SPECIES,76484,GENUS,13653,A,"Urb., 1917",
Lepanthes subdimidiata,SPECIES,14678,GENUS,13653,A,"Ames & C.Schweinf., 1925",
Lepanthes subulata,SPECIES,77780,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes sucumbiensis,SPECIES,75519,GENUS,13653,A,"Luer & Hirtz, 2007",
Lepanthes sulcata,SPECIES,69187,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes superposita,SPECIES,81270,GENUS,13653,A,"Schltr., 1920",
Lepanthes surrogata,SPECIES,78361,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes sybax,SPECIES,70533,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes synema,SPECIES,70287,GENUS,13653,A,"Luer & Hirtz, 1993",
Lepanthes systole,SPECIES,79497,GENUS,13653,A,"Luer, 1983",
Lepanthes tachirensis,SPECIES,59599,GENUS,13653,A,"Foldats, 1968",
Lepanthes tactiquensis,SPECIES,72226,GENUS,13653,A,"Archila, 1998",
Lepanthes talamancana,SPECIES,80360,GENUS,13653,A,"Bogarín & D.Jiménez, 2015",
Lepanthes tamaensis,SPECIES,59600,GENUS,13653,A,"Foldats, 1968",
Lepanthes tanekes,SPECIES,76984,GENUS,13653,A,"Luer & R.Escobar, 1991",
Lepanthes tapantiensis,SPECIES,76345,GENUS,13653,A,"Pupulin & Bogarín, 2012",
Lepanthes tarrazuensis,SPECIES,76267,GENUS,13653,A,"Bogarín & D.Jiménez, 2012",
Lepanthes teaguei,SPECIES,59601,GENUS,13653,A,"Luer, 1996",
Lepanthes tecpanica,SPECIES,21748,GENUS,13653,A,"Luer & Béhar, 1990",
Lepanthes tectorum,SPECIES,80608,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes telipogoniflora,SPECIES,59602,GENUS,13653,A,"Schuit. & A.de Wilde, 1996",
Lepanthes tentaculata,SPECIES,59603,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes tenuiloba,SPECIES,68738,GENUS,13653,A,"R.E.Schult. & Dillon, 1959",
Lepanthes tenuis,SPECIES,71501,GENUS,13653,A,"Schltr., 1913",
Lepanthes terborchii,SPECIES,59604,GENUS,13653,A,"Luer & Sijm, 2001",
Lepanthes teres,SPECIES,22480,GENUS,13653,A,"Luer, 1983",
Lepanthes teretipetala,SPECIES,78990,GENUS,13653,A,"Hespenh. & Dod, 1990",
Lepanthes terpsichore,SPECIES,59605,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes tetrachaeta,SPECIES,76247,GENUS,13653,A,"Luer & L.Jost, 2000",
Lepanthes tetracola,SPECIES,59606,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes tetroptera,SPECIES,21598,GENUS,13653,A,"Luer, 1987",
Lepanthes thalia,SPECIES,75239,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes thoracica,SPECIES,73230,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes thurstoniorum,SPECIES,76700,GENUS,13653,A,"Salazar, Soto Arenas & O.Suárez, 1996",
Lepanthes thylax,SPECIES,79912,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes thysanota,SPECIES,66609,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes tibouchinicola,SPECIES,59607,GENUS,13653,A,"Luer & R.Escobar, 1983",
Lepanthes tigrina,SPECIES,66610,GENUS,13653,A,"Luer & Thoerle, 2009",
Lepanthes tipulifera,SPECIES,15922,GENUS,13653,A,"Rchb.f., 1866",
Lepanthes titanica,SPECIES,59608,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes tomentosa,SPECIES,76304,GENUS,13653,A,"Luer, 1991",
Lepanthes tonduziana,SPECIES,69811,GENUS,13653,A,"Schltr., 1923",
Lepanthes tortilis,SPECIES,76812,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes tortuosa,SPECIES,75688,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes totontepecensis,SPECIES,69913,GENUS,13653,A,"Salazar & Soto Arenas, 1996",
Lepanthes tracheia,SPECIES,59609,GENUS,13653,A,"Rchb.f., 1886",
Lepanthes transparens,SPECIES,24758,GENUS,13653,A,"Luer, 1983",
Lepanthes trichidion,SPECIES,81455,GENUS,13653,A,"Luer, 1984",
Lepanthes trichocaulis,SPECIES,80716,GENUS,13653,A,"Luer & R.Escobar, 1988",
Lepanthes trichodactyla,SPECIES,28732,GENUS,13653,A,"Lindl., 1860",
Lepanthes tricuspidata,SPECIES,77501,GENUS,13653,A,"Luer & Sijm, 2002",
Lepanthes tridactyla,SPECIES,75292,GENUS,13653,A,"Luer, 2002",
Lepanthes tridens,SPECIES,28729,GENUS,13653,A,"Ames, 1923",
Lepanthes tridentata,SPECIES,19323,GENUS,13653,A,"(Sw.) Sw., 1799",
Lepanthes trifurcata,SPECIES,59610,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes trimerinx,SPECIES,82178,GENUS,13653,A,"Luer, 1983",
Lepanthes trinaria,SPECIES,77541,GENUS,13653,A,"Luer & R.Escobar, 1997",
Lepanthes tristis,SPECIES,82720,GENUS,13653,A,"Bogarín & Pupulin, 2012",
Lepanthes triura,SPECIES,71593,GENUS,13653,A,"(Lindl.) Schltr., 1919",
Lepanthes troglodytes,SPECIES,74917,GENUS,13653,A,"Luer & R.Escobar, 1985",
Lepanthes troxis,SPECIES,59611,GENUS,13653,A,"Luer & R.Escobar, 1991",
Lepanthes trullifera,SPECIES,73788,GENUS,13653,A,"Hespenh. & Dod, 1990",
Lepanthes truncata,SPECIES,28635,GENUS,13653,A,"Luer & Dressler, 1986",
Lepanthes truncatipetala,SPECIES,75451,GENUS,13653,A,"Dod ex Luer, 2003",
Lepanthes tsubotae,SPECIES,59612,GENUS,13653,A,"Luer & R.Escobar, 1993",
Lepanthes tubuliflora,SPECIES,82644,GENUS,13653,A,"Hespenh., 1968",
Lepanthes tudiana,SPECIES,73540,GENUS,13653,A,"Hespenh. & Dod, 1990",
Lepanthes tungurahuae,SPECIES,72316,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes turialvae,SPECIES,64737,GENUS,13653,A,"Rchb.f., 1855",
Lepanthes turquinoensis,SPECIES,69201,GENUS,13653,A,"Schltr., 1923",
Lepanthes umbonata,SPECIES,76642,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes umbonifera,SPECIES,73749,GENUS,13653,A,"Endrés ex Luer, 1995",
Lepanthes uncifera,SPECIES,59613,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes uncinata,SPECIES,78624,GENUS,13653,A,"Luer & B.T.Larsen, 2012",
Lepanthes unguicularis,SPECIES,59614,GENUS,13653,A,"Hespenh., 1968",
Lepanthes unijuga,SPECIES,77279,GENUS,13653,A,"Luer & Dalström, 1996",
Lepanthes unitrinervis,SPECIES,69338,GENUS,13653,A,"Carnevali & I.Ramírez, 1993",
Lepanthes urania,SPECIES,70286,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes urbaniana,SPECIES,75083,GENUS,13653,A,"Mansf., 1926",
Lepanthes uribei,SPECIES,59615,GENUS,13653,A,"Luer, 2003",
Lepanthes urotepala,SPECIES,73564,GENUS,13653,A,"Rchb.f., 1856",
Lepanthes usitata,SPECIES,72771,GENUS,13653,A,"Luer & R.Vásquez, 1983",
Lepanthes utyumii,SPECIES,76354,GENUS,13653,A,"Bogarín & D.Jiménez, 2015",
Lepanthes uvallensis,SPECIES,71678,GENUS,13653,A,"Archila, 2002",
Lepanthes uxoria,SPECIES,69418,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes vaginans,SPECIES,82396,GENUS,13653,A,"Luer & Hirtz, 1993",
Lepanthes vaginosa,SPECIES,69667,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes valenciae,SPECIES,59616,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes valerioi,SPECIES,76834,GENUS,13653,A,"Luer, 1996",
Lepanthes vanbalenii,SPECIES,82033,GENUS,13653,A,"Luer & B.T.Larsen, 2013",
Lepanthes vareschii,SPECIES,81442,GENUS,13653,A,"Garay, 1956",
Lepanthes variabilis,SPECIES,80253,GENUS,13653,A,"C.M.Sm., Pupulin & D.Jiménez, 2013",
Lepanthes vasquezii,SPECIES,71727,GENUS,13653,A,"Luer, 1983",
Lepanthes vatrax,SPECIES,72767,GENUS,13653,A,"Luer, 1983",
Lepanthes velata,SPECIES,80059,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes veleziana,SPECIES,72041,GENUS,13653,A,"Stimson, 1970",
Lepanthes velifera,SPECIES,76225,GENUS,13653,A,"Luer & Béhar, 1991",
Lepanthes vellicata,SPECIES,59617,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes venusta,SPECIES,82424,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes verapazensis,SPECIES,79144,GENUS,13653,A,"Archila, 1998",
Lepanthes vermicularis,SPECIES,71732,GENUS,13653,A,"Luer, 1983",
Lepanthes versicolor,SPECIES,66611,GENUS,13653,A,"Luer & R.Vásquez, 1984",
Lepanthes vespa,SPECIES,82706,GENUS,13653,A,"Luer & R.Vásquez, 1983",
Lepanthes vespertilio,SPECIES,59618,GENUS,13653,A,"Rchb.f., 1856",
Lepanthes vestigialis,SPECIES,79884,GENUS,13653,A,"Bogarín & Pupulin, 2010",
Lepanthes viahoensis,SPECIES,81935,GENUS,13653,A,"Luer & R.Escobar, 1997",
Lepanthes via-incarum,SPECIES,80247,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes vibrissa,SPECIES,70960,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes vieirae,SPECIES,81749,GENUS,13653,A,"Luer & R.Escobar, 1988",
Lepanthes vinacea,SPECIES,59619,GENUS,13653,A,"Hespenh., 1968",
Lepanthes viridis,SPECIES,82362,GENUS,13653,A,"Pupulin & Bogarín, 2011",
Lepanthes vivipara,SPECIES,73539,GENUS,13653,A,"Salazar & Soto Arenas, 1996",
Lepanthes vogelii,SPECIES,76195,GENUS,13653,A,"Luer & R.Vásquez, 1991",
Lepanthes volador,SPECIES,59620,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes volsella,SPECIES,74204,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes volvox,SPECIES,59621,GENUS,13653,A,"Luer & R.Escobar, 1984",
Lepanthes voodoo,SPECIES,79926,GENUS,13653,A,"Tremblay & Ackerman, 2001",
Lepanthes vulpina,SPECIES,80153,GENUS,13653,A,"Luer & Sijm, 2002",
Lepanthes wageneri,SPECIES,59622,GENUS,13653,A,"Rchb., 1855",
Lepanthes wendlandii,SPECIES,14858,GENUS,13653,A,"Rchb.f., 1866",
Lepanthes wendtii,SPECIES,74796,GENUS,13653,A,"Salazar & Soto Arenas, 1996",
Lepanthes whittenii,SPECIES,59623,GENUS,13653,A,"Pupulin & Bogarín, 2004",
Lepanthes williamsii,SPECIES,68884,GENUS,13653,A,"Salazar & Soto Arenas, 1992",
Lepanthes woodburyana,SPECIES,79618,GENUS,13653,A,"Stimson, 1970",
Lepanthes woodfredensis,SPECIES,81814,GENUS,13653,A,"Luer, 1998",
Lepanthes woodiana,SPECIES,20498,GENUS,13653,A,"Fawc. & Rendle, 1909",
Lepanthes wrightii,SPECIES,73196,GENUS,13653,A,"Rchb.f., 1865",
Lepanthes wullschlaegelii,SPECIES,27004,GENUS,13653,A,"Fawc. & Rendle, 1909",
Lepanthes xenos,SPECIES,59624,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes ximenae,SPECIES,24570,GENUS,13653,A,"Luer, 1983",
Lepanthes yamileana,SPECIES,70866,GENUS,13653,A,"Luer, 2012",
Lepanthes yanganae,SPECIES,79040,GENUS,13653,A,"Luer & Hirtz, 1987",
Lepanthes yubarta,SPECIES,79317,GENUS,13653,A,"E.Calderón, 2010 publ. 2011",
Lepanthes yunckeri,SPECIES,71062,GENUS,13653,A,"Ames, 1938",
Lepanthes yuvilensis,SPECIES,16788,GENUS,13653,A,"Catling, 1990",
Lepanthes zamorensis,SPECIES,59625,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes zanklopetala,SPECIES,79095,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes zapatae,SPECIES,59626,GENUS,13653,A,"Luer & R.Escobar, 1994",
Lepanthes zapotensis,SPECIES,70783,GENUS,13653,A,"Dod, 1993",
Lepanthes zelenkoi,SPECIES,68988,GENUS,13653,A,"Luer & Hirtz, 2009",
Lepanthes zettleri,SPECIES,70499,GENUS,13653,A,"Foldats, 1961",
Lepanthes zongoensis,SPECIES,78920,GENUS,13653,A,"Luer, 1983",
Lepanthes zunagensis,SPECIES,76478,GENUS,13653,A,"Luer & Hirtz, 1996",
Lepanthes zygion,SPECIES,77036,GENUS,13653,A,"Luer, 1983",
Lepanthopsis,GENUS,12689,FAMILY,12509,A,"(Cogn.) Ames, 1933",
Lepanthopsis abbreviata,SPECIES,59627,GENUS,12689,A,"Luer & Hirtz, 1991",
Lepanthopsis acetabulum,SPECIES,59628,GENUS,12689,A,"Luer, 1984",
Lepanthopsis acuminata,SPECIES,59629,GENUS,12689,A,"Ames, 1938",
Lepanthopsis anthoctenium,SPECIES,76535,GENUS,12689,A,"(Rchb.f.) Ames, 1933",
Lepanthopsis apoda,SPECIES,59630,GENUS,12689,A,"(Garay & Dunst.) Luer, 1982",
Lepanthopsis aristata,SPECIES,78203,GENUS,12689,A,"Dod, 1986",
Lepanthopsis astrophora,SPECIES,59631,GENUS,12689,A,"(Rchb.f. ex Kraenzl.) Garay, 1962",
Lepanthopsis atrosetifera,SPECIES,73479,GENUS,12689,A,"Dod, 1986",
Lepanthopsis barahonensis,SPECIES,59632,GENUS,12689,A,"(Cogn.) Garay, 1969",
Lepanthopsis calva,SPECIES,76811,GENUS,12689,A,"Dod ex Luer, 2002",
Lepanthopsis comet-halleyi,SPECIES,80630,GENUS,12689,A,"Luer, 1991",
Lepanthopsis constanzensis,SPECIES,59633,GENUS,12689,A,"(Cogn.) Garay, 1953",
Lepanthopsis cucullata,SPECIES,79607,GENUS,12689,A,"Dod, 1986",
Lepanthopsis culiculosa,SPECIES,59634,GENUS,12689,A,"Luer, 1984",
Lepanthopsis densiflora,SPECIES,79498,GENUS,12689,A,"(Barb.Rodr.) Ames, 1933",
Lepanthopsis dewildei,SPECIES,69355,GENUS,12689,A,"Luer & R.Escobar, 1994",
Lepanthopsis dodii,SPECIES,59635,GENUS,12689,A,"Garay, 1969",
Lepanthopsis farrago,SPECIES,73579,GENUS,12689,A,"(Luer & Hirtz) Luer, 1991",
Lepanthopsis floripecten,SPECIES,16871,GENUS,12689,A,"(Rchb.f.) Ames, 1933",
Lepanthopsis glandulifera,SPECIES,82889,GENUS,12689,A,"Dod, 1977",
Lepanthopsis hirtzii,SPECIES,59636,GENUS,12689,A,"Luer, 1991",
Lepanthopsis hotteana,SPECIES,74661,GENUS,12689,A,"(Mansf.) Garay, 1953",
Lepanthopsis lingulata,SPECIES,80881,GENUS,12689,A,"Dod, 1986",
Lepanthopsis melanantha,SPECIES,27596,GENUS,12689,A,"(Rchb.f.) Ames, 1933",
Lepanthopsis micheliae,SPECIES,79811,GENUS,12689,A,"Dod, 1984",
Lepanthopsis microlepanthes,SPECIES,23987,GENUS,12689,A,"(Griseb.) Ames, 1933",
Lepanthopsis moniliformis,SPECIES,75714,GENUS,12689,A,"Dod, 1977",
Lepanthopsis obliquipetala,SPECIES,74686,GENUS,12689,A,"(Ames & C.Schweinf.) Luer, 1991",
Lepanthopsis ornipteridion,SPECIES,75508,GENUS,12689,A,"Dod, 1986",
Lepanthopsis peniculus,SPECIES,59637,GENUS,12689,A,"(Schltr.) Garay, 1954",
Lepanthopsis pristis,SPECIES,59638,GENUS,12689,A,"Luer & R.Escobar, 1986",
Lepanthopsis prolifera,SPECIES,80862,GENUS,12689,A,"Garay, 1954",
Lepanthopsis pulchella,SPECIES,72704,GENUS,12689,A,"Garay & Dunst., 1965",
Lepanthopsis purpurata,SPECIES,82882,GENUS,12689,A,"Dod ex Luer, 2005",
Lepanthopsis pygmaea,SPECIES,79322,GENUS,12689,A,"C.Schweinf., 1946",
Lepanthopsis rinkei,SPECIES,77264,GENUS,12689,A,"Luer, 2002",
Lepanthopsis serrulata,SPECIES,59639,GENUS,12689,A,"(Cogn.) Hespenh. & Garay, 1968",
Lepanthopsis stellaris,SPECIES,80848,GENUS,12689,A,"Dod, 1978",
Lepanthopsis steyermarkii,SPECIES,80647,GENUS,12689,A,"Foldats, 1968",
Lepanthopsis ubangii,SPECIES,59640,GENUS,12689,A,"Luer, 1991",
Lepanthopsis vellozicola,SPECIES,77080,GENUS,12689,A,"R.C.Mota, F.Barros & Stehmann, 2009",
Lepanthopsis vinacea,SPECIES,59641,GENUS,12689,A,"C.Schweinf., 1958",
Lepanthopsis woodsiana,SPECIES,72924,GENUS,12689,A,"Dod ex Luer, 2005",
Lepidogyne,GENUS,13597,FAMILY,12509,A,"Blume, 1859",
Lepidogyne longifolia,SPECIES,20559,GENUS,13597,A,"(Blume) Blume, 1859",
Leporella,GENUS,13374,FAMILY,12509,A,"A.S.George, 1971",
Leporella fimbriata,SPECIES,79426,GENUS,13374,A,"(Lindl.) A.S.George, 1971",
Leptoceras,GENUS,68532,FAMILY,12509,A,"(R.Br.) Lindl., 1840",
Leptoceras menziesii,SPECIES,59645,GENUS,68532,A,"(R.Br.) Lindl., 1840",
Leptotes,GENUS,12797,FAMILY,12509,A,"Lindl., 1833",
Leptotes beatricis,SPECIES,72523,GENUS,12797,A,"A.S.Medeiros, Pegoraro & Xim.Bols., 2013",
Leptotes bicolor,SPECIES,19885,GENUS,12797,A,"Lindl., 1833",
Leptotes bohnkiana,SPECIES,59646,GENUS,12797,A,"Campacci, 2004",
Leptotes harryphillipsii,SPECIES,71502,GENUS,12797,A,"Christenson, 2004",
Leptotes mogyensis,SPECIES,78549,GENUS,12797,A,"Krackow. ex Christenson, 2004",
Leptotes pauloensis,SPECIES,59649,GENUS,12797,A,"Hoehne, 1933 publ. 1934",
