cites_name,cites_taxon_code,speciesplusid,speciesplusname,rank
Ambrella spp.,5457,13555,Ambrella,GENUS
Ambystoma spp.,2500,1232,Ambystoma,GENUS
Amerorchis spp.,5458,13446,Amerorchis,GENUS
Amesiella spp.,5460,12666,Amesiella,GENUS
Amitostigma spp.,5461,12852,Amitostigma,GENUS
Ammopiptanthus spp.,5280,13329,Ammopiptanthus,GENUS
Ammotragus spp.,881,1273,Ammotragus,GENUS
Amparoa spp.,5462,13624,Amparoa,GENUS
Amphigena spp.,5463,39656,Amphigena,GENUS
Amyda spp.,2164,672,Amyda,GENUS
Anacampseros spp.,7460,12558,Anacampseros,GENUS
Anacamptis spp.,5465,13699,Anacamptis,GENUS
Anacheilium spp.,5466,39228,Anacheilium,GENUS
Anacropora spp.,3264,825,Anacropora,GENUS
Anaplectes spp.,1952,1331,Anaplectes,GENUS
Anas spp.,1142,1339,Anas,GENUS
Anathana spp.,131,1228,Anathana,GENUS
Ancistrocactus spp.,4108,39329,Ancistrocactus,GENUS
Ancistrochilus spp.,5469,13000,Ancistrochilus,GENUS
Ancistrorhynchus spp.,5470,13272,Ancistrorhynchus,GENUS
Andrias spp.,2510,887,Andrias,GENUS
Androchilus spp.,5472,12891,Androchilus,GENUS
Androcorys spp.,5473,12782,Androcorys,GENUS
Androdon spp.,1650,1541,Androdon,GENUS
Angorchis spp.,5474,39296,Angorchis,GENUS
Angraecopsis spp.,5475,13458,Angraecopsis,GENUS
Angraecum spp.,5476,13563,Angraecum,GENUS
Anguloa spp.,5503,12885,Anguloa,GENUS
Ania spp.,5505,12674,Ania,GENUS
Aniba spp.,5275,13266,Aniba,GENUS
Anigozanthos spp.,5250,13441,Anigozanthos,GENUS
Anisocereus spp.,4111,39567,Anisocereus,GENUS
Anisopetalum spp.,5506,39384,Anisopetalum,GENUS
Anochilus spp.,5508,39250,Anochilus,GENUS
Anodorhynchus spp.,1479,1511,Anodorhynchus,GENUS
Anoectochilus spp.,5509,12939,Anoectochilus,GENUS
Anomalospiza spp.,1953,1567,Anomalospiza,GENUS
Anomalurus spp.,390,1338,Anomalurus,GENUS
Anomastraea spp.,3290,1811,Anomastraea,GENUS
Anomocora spp.,3500,1829,Anomocora,GENUS
Anopetia spp.,1650.15,1196,Anopetia,GENUS
Anorrhinus spp.,1782,1064,Anorrhinus,GENUS
Anota spp.,5512,39354,Anota,GENUS
Anoxypristis spp.,2596.1,1099,Anoxypristis,GENUS
Ansellia spp.,5513,12777,Ansellia,GENUS
Anser spp.,1144,1710,Anser,GENUS
Antaresia spp.,2359.11,1989,Antaresia,GENUS
Anthemiphyllia spp.,3490,942,Anthemiphyllia,GENUS
Anthocephala spp.,1651,685,Anthocephala,GENUS
Anthogonium spp.,5514,13445,Anthogonium,GENUS
Anthosiphon spp.,5515,13019,Anthosiphon,GENUS
Anthracoceros spp.,1783,1777,Anthracoceros,GENUS
Anthracothorax spp.,1652,1565,Anthracothorax,GENUS
Anthropoides spp.,1371,2315,Anthropoides,GENUS
Antillanorchis spp.,5517,13141,Antillanorchis,GENUS
Antilocapra spp.,875,704,Antilocapra,GENUS
Antilope spp.,883,1133,Antilope,GENUS
Antipathella spp.,3216.405,2132,Antipathella,GENUS
Antipathes spp.,3201,2368,Antipathes,GENUS
Aonyx spp.,611,1610,Aonyx,GENUS
Aorchis spp.,5518,12601,Aorchis,GENUS
Aotus spp.,232,2701,Aotus,GENUS
Apalone spp.,2165,1392,Apalone,GENUS
Apatostelis spp.,5519,12772,Apatostelis,GENUS
Aphanipathes spp.,3204.01,2690,Aphanipathes,GENUS
Aphantochroa spp.,1653,1827,Aphantochroa,GENUS
Aphonopelma spp.,2890,1244,Aphonopelma,GENUS
Aphyllorchis spp.,5523,13277,Aphyllorchis,GENUS
Aplectrum spp.,5524,13479,Aplectrum,GENUS
Apodora spp.,2359.15,1183,Apodora,GENUS
Aporocactus spp.,4112,39381,Aporocactus,GENUS
Aporostylis spp.,5525,12969,Aporostylis,GENUS
Aporum spp.,5526,39568,Aporum,GENUS
Apostasia spp.,5527,13453,Apostasia,GENUS
Appendicula spp.,5528,12716,Appendicula,GENUS
Aprosmictus spp.,1480,2005,Aprosmictus,GENUS
Aquila spp.,1197,1842,Aquila,GENUS
Aquilaria spp.,7585,13257,Aquilaria,GENUS
Ara spp.,1481,1889,Ara,GENUS
Aracamunia spp.,5529.5,13498,Aracamunia,GENUS
Arachnis spp.,5531,13487,Arachnis,GENUS
Arachnopathes spp.,3203.58,680,Arachnopathes,GENUS
Arapaima spp.,2640,1624,Arapaima,GENUS
Aratinga spp.,1483,1346,Aratinga,GENUS
Araucaria spp.,4050,12872,Araucaria,GENUS
Arborophila spp.,1323,1203,Arborophila,GENUS
Archilochus spp.,1654,2497,Archilochus,GENUS
Archineottia spp.,5534,13179,Archineottia,GENUS
Arctictis spp.,630,2401,Arctictis,GENUS
Arctocebus spp.,180,1271,Arctocebus,GENUS
Arctocephalus spp.,700,1177,Arctocephalus,GENUS
Ardea spp.,1090,1615,Ardea,GENUS
Ardeotis spp.,1402,1592,Ardeotis,GENUS
Areca spp.,7410,13084,Areca,GENUS
Arequipa spp.,4113,39265,Arequipa,GENUS
Arethusa spp.,5535,12994,Arethusa,GENUS
Arethusantha spp.,5536,39259,Arethusantha,GENUS
Argusianus spp.,1324,2003,Argusianus,GENUS
Arietinum spp.,5536.14,39560,Arietinum,GENUS
Ariocarpus spp.,4114,13629,Ariocarpus,GENUS
Arisaema spp.,4031,13600,Arisaema,GENUS
Armatocereus spp.,4116,12647,Armatocereus,GENUS
Armodorum spp.,5537,12868,Armodorum,GENUS
Arnica spp.,4055,13467,Arnica,GENUS
Arnottia spp.,5538,13602,Arnottia,GENUS
Arpophyllum spp.,5539,12619,Arpophyllum,GENUS
Arrojadoa spp.,4118,13414,Arrojadoa,GENUS
Arthrocereus spp.,4120,13480,Arthrocereus,GENUS
Arthrochilus spp.,5540,13012,Arthrochilus,GENUS
Artorima spp.,5541,12794,Artorima,GENUS
Arundina spp.,5542,12557,Arundina,GENUS
Ascidieria spp.,5543.5,13703,Ascidieria,GENUS
Ascocentropsis spp.,5543.7,39338,Ascocentropsis,GENUS
Ascocentrum spp.,5544,12833,Ascocentrum,GENUS
Ascochilopsis spp.,5546,13248,Ascochilopsis,GENUS
Ascochilus spp.,5547,13319,Ascochilus,GENUS
Ascoglossum spp.,5548,12606,Ascoglossum,GENUS
Ascolabium spp.,5548.5,39411,Ascolabium,GENUS
Asio spp.,1602,2229,Asio,GENUS
Aspasia spp.,5550,13052,Aspasia,GENUS
Aspideretes spp.,2166,1580,Aspideretes,GENUS
Aspidites spp.,2359.17,1267,Aspidites,GENUS
Aspidogyne spp.,5551,13618,Aspidogyne,GENUS
Asteriopathes spp.,3204.08,1547,Asteriopathes,GENUS
Astraeosmilia spp.,3350,1814,Astraeosmilia,GENUS
Astrangia spp.,3400,2105,Astrangia,GENUS
Astrapia spp.,1991,1147,Astrapia,GENUS
Astreopora spp.,3265,2400,Astreopora,GENUS
Astrochelys spp.,2131.5,2403,Astrochelys,GENUS
Astroides spp.,3600,1743,Astroides,GENUS
Astrophytum spp.,4122,12670,Astrophytum,GENUS
Asturina spp.,1198.5,1431,Asturina,GENUS
Astya spp.,3713,1998,Astya,GENUS
Ateles spp.,233,2712,Ateles,GENUS
Atelopus spp.,2520,1162,Atelopus,GENUS
Athene spp.,1603,1104,Athene,GENUS
Atretium spp.,2400,2485,Atretium,GENUS
Atrichornis spp.,1840,1663,Atrichornis,GENUS
Atrophaneura spp.,2790,2559,Atrophaneura,GENUS
Atropoides spp.,2420.2,1846,Atropoides,GENUS
Atthis spp.,1655,1390,Atthis,GENUS
Augastes spp.,1657,720,Augastes,GENUS
Aulizeum spp.,5553,39510,Aulizeum,GENUS
Aulocyathus spp.,3502,920,Aulocyathus,GENUS
Aulosepalum spp.,5554,12838,Aulosepalum,GENUS
Aulostylis spp.,5554.5,13573,Aulostylis,GENUS
Australocyathus spp.,3503,1435,Australocyathus,GENUS
Australogyra spp.,3351,847,Australogyra,GENUS
Australomussa spp.,3462,2039,Australomussa,GENUS
Austrocactus spp.,4124,13449,Austrocactus,GENUS
Austrocephalocereus spp.,4125,39394,Austrocephalocereus,GENUS
Austrocylindropunt spp.,4126,39266,Austrocylindropuntia,GENUS
Austrocylindropuntia spp.,4127,39266,Austrocylindropuntia,GENUS
Auxopus spp.,5555,13192,Auxopus,GENUS
Avahi spp.,160.1,1446,Avahi,GENUS
Aviceda spp.,1199,1270,Aviceda,GENUS
Avonia spp.,7466.2,13696,Avonia,GENUS
Axis spp.,855,2380,Axis,GENUS
Aylostera spp.,4129,39536,Aylostera,GENUS
Aythya spp.,1145,2719,Aythya,GENUS
Aztekium spp.,4132,12581,Aztekium,GENUS
Azureocereus spp.,4133,39231,Azureocereus,GENUS
Babyrousa spp.,810,1063,Babyrousa,GENUS
Backebergia spp.,4134,39300,Backebergia,GENUS
Baillonius spp.,1800,709,Baillonius,GENUS
Balaena spp.,561,1676,Balaena,GENUS
Balaeniceps spp.,1100,1158,Balaeniceps,GENUS
Balaenoptera spp.,550,2314,Balaenoptera,GENUS
Balanophyllia spp.,3602,2075,Balanophyllia,GENUS
Balearica spp.,1372,1231,Balearica,GENUS
Balmea spp.,7500,13496,Balmea,GENUS
Banksia spp.,7480,12651,Banksia,GENUS
Barabattoia spp.,3352,882,Barabattoia,GENUS
Barbosella spp.,5558,13426,Barbosella,GENUS
Barbrodria spp.,5561,13256,Barbrodria,GENUS
Barkeria spp.,5562,12648,Barkeria,GENUS
Barlia spp.,5564,13388,Barlia,GENUS
Barnardius spp.,1487,2281,Barnardius,GENUS
Barombia spp.,5565,39385,Barombia,GENUS
Bartholina spp.,5566,13050,Bartholina,GENUS
Bartschella spp.,4135,39466,Bartschella,GENUS
Basigyne spp.,5567,13295,Basigyne,GENUS
Basilinna spp.,1658.5,1210,Basilinna,GENUS
Basiphyllaea spp.,5568,13671,Basiphyllaea,GENUS
Baskervilla spp.,5569,12720,Baskervilla,GENUS
Bassaricyon spp.,591,1488,Bassaricyon,GENUS
Bassariscus spp.,592,1132,Bassariscus,GENUS
Batagur spp.,2120,1554,Batagur,GENUS
Batemannia spp.,5570,12901,Batemannia,GENUS
Bathelia spp.,3432,1502,Bathelia,GENUS
Bathycyathus spp.,3400.7,1423,Bathycyathus,GENUS
Bathypathes spp.,3219.82,2684,Bathypathes,GENUS
Bathypsammia spp.,3604,1387,Bathypsammia,GENUS
Batocarpus spp.,5370,12778,Batocarpus,GENUS
Beadlea spp.,5572,13335,Beadlea,GENUS
Beccariophoenix spp.,7410.5,13129,Beccariophoenix,GENUS
Beclardia spp.,5573,12876,Beclardia,GENUS
Beloglottis spp.,5574,13499,Beloglottis,GENUS
Benthamia spp.,5575,12680,Benthamia,GENUS
Benzingia spp.,5575.5,13278,Benzingia,GENUS
Berardius spp.,480,2499,Berardius,GENUS
Berenicornis spp.,1783.6,2204,Berenicornis,GENUS
Bergerocactus spp.,4136,13165,Bergerocactus,GENUS
Bettongia spp.,81,814,Bettongia,GENUS
Bhutanitis spp.,2801,1034,Bhutanitis,GENUS
Biarum spp.,4032,13025,Biarum,GENUS
Biermannia spp.,5576,12940,Biermannia,GENUS
Bifrenaria spp.,5577,13068,Bifrenaria,GENUS
Binotia spp.,5580,12826,Binotia,GENUS
Bipinnula spp.,5581,12836,Bipinnula,GENUS
Bison spp.,884,2558,Bison,GENUS
Blastocerus spp.,860,2337,Blastocerus,GENUS
Blastomussa spp.,3463,2035,Blastomussa,GENUS
Blastotrochus spp.,3570,1692,Blastotrochus,GENUS
Bletia spp.,5584,13287,Bletia,GENUS
Bletilla spp.,5589,13306,Bletilla,GENUS
Blossfeldia spp.,4138,13167,Blossfeldia,GENUS
Boa spp.,2363,2504,Boa,GENUS
Bogoria spp.,5590,13595,Bogoria,GENUS
Boissonneaua spp.,1659,2595,Boissonneaua,GENUS
Bolbopsittacus spp.,1488,2578,Bolbopsittacus,GENUS
Bolborhynchus spp.,1489,1716,Bolborhynchus,GENUS
Bolivicereus spp.,4139,39374,Bolivicereus,GENUS
Bollea spp.,5591,13560,Bollea,GENUS
Bolusiella spp.,5593,13065,Bolusiella,GENUS
Bolyeria spp.,2389.6,1089,Bolyeria,GENUS
Bonatea spp.,5594,13503,Bonatea,GENUS
Boninastrea spp.,3450,2664,Boninastrea,GENUS
Bonniera spp.,5596,13136,Bonniera,GENUS
Boronia spp.,7510,13017,Boronia,GENUS
Borzicactus spp.,4141,39317,Borzicactus,GENUS
Bos spp.,886,815,Bos,GENUS
Bostrychia spp.,1120,2131,Bostrychia,GENUS
Bothriechis spp.,2420.5,2513,Bothriechis,GENUS
Bothriochilus spp.,5597,13080,Bothriochilus,GENUS
Bothrochilus spp.,2359.18,924,Bothrochilus,GENUS
Bothrops spp.,2421,1314,Bothrops,GENUS
Bourneotrochus spp.,3505,2286,Bourneotrochus,GENUS
Bowenia spp.,7550.01,13650,Bowenia,GENUS
Brachionidium spp.,5598,13372,Brachionidium,GENUS
Brachtia spp.,5599,13036,Brachtia,GENUS
Brachycereus spp.,4149,12710,Brachycereus,GENUS
Brachycorythis spp.,5600,12815,Brachycorythis,GENUS
Brachylophus spp.,2301,903,Brachylophus,GENUS
Brachypelma spp.,2900,2197,Brachypelma,GENUS
Brachypeza spp.,5602,13646,Brachypeza,GENUS
Brachystele spp.,5603,13339,Brachystele,GENUS
Brachyteles spp.,234,1342,Brachyteles,GENUS
Bracisepalum spp.,5604,13692,Bracisepalum,GENUS
Bradypodion spp.,2280,1354,Bradypodion,GENUS
Bradypus spp.,320,2317,Bradypus,GENUS
Branta spp.,1146,862,Branta,GENUS
Brasilicereus spp.,4151,12749,Brasilicereus,GENUS
Brasiliopuntia spp.,4152,39625,Brasiliopuntia,GENUS
Brassavola spp.,5605,12999,Brassavola,GENUS
Brassia spp.,5609,13212,Brassia,GENUS
Briegeria spp.,5615.5,13429,Briegeria,GENUS
Bromheadia spp.,5616,13314,Bromheadia,GENUS
Brookesia spp.,2281.7,2450,Brookesia,GENUS
Brotogeris spp.,1490,1819,Brotogeris,GENUS
Broughtonia spp.,5617,13346,Broughtonia,GENUS
Browningia spp.,4153,12668,Browningia,GENUS
Brownleea spp.,5618,13536,Brownleea,GENUS
Bubalornis spp.,1954,1282,Bubalornis,GENUS
Bubalus spp.,887,1509,Bubalus,GENUS
Bubo spp.,1604,1140,Bubo,GENUS
Bubulcus spp.,1091,2520,Bubulcus,GENUS
Buceros spp.,1784,1753,Buceros,GENUS
Buchtienia spp.,5619,12951,Buchtienia,GENUS
Budorcas spp.,888,1645,Budorcas,GENUS
Bufo spp.,2521,1806,Bufo,GENUS
Bugeranus spp.,1373,1548,Bugeranus,GENUS
Buiningia spp.,4155,39400,Buiningia,GENUS
Bulbophyllaria spp.,5620,39252,Bulbophyllaria,GENUS
Bulbophyllum spp.,5621,13569,Bulbophyllum,GENUS
Bulleyia spp.,5665,12923,Bulleyia,GENUS
Bulnesia spp.,7669,12734,Bulnesia,GENUS
Bunopithecus spp.,279,2694,Bunopithecus,GENUS
Burhinus spp.,1420,1052,Burhinus,GENUS
Burlingtonia spp.,5666,39399,Burlingtonia,GENUS
Burnettia spp.,5667,12571,Burnettia,GENUS
Burnsbaloghia spp.,5667.5,13675,Burnsbaloghia,GENUS
Burramys spp.,60,1493,Burramys,GENUS
Busarellus spp.,1200,1028,Busarellus,GENUS
Butastur spp.,1201,1964,Butastur,GENUS
Buteo spp.,1202,2235,Buteo,GENUS
Buteogallus spp.,1205,969,Buteogallus,GENUS
Byblis spp.,4090,13120,Byblis,GENUS
Cabassous spp.,340,1517,Cabassous,GENUS
Cacajao spp.,235,1189,Cacajao,GENUS
Cacatua spp.,1491,1521,Cacatua,GENUS
Cadetia spp.,5668,12841,Cadetia,GENUS
Caecobarbus spp.,2660,998,Caecobarbus,GENUS
Caesalpinia spp.,5280.5,12875,Caesalpinia,GENUS
Caiman spp.,2212,2580,Caiman,GENUS
Cairina spp.,1147,1313,Cairina,GENUS
Calabaria spp.,2366,2568,Calabaria,GENUS
Caladenia spp.,5670,12871,Caladenia,GENUS
Calanthe spp.,5677,13348,Calanthe,GENUS
Caleana spp.,5686,13090,Caleana,GENUS
Callicebus spp.,236,2680,Callicebus,GENUS
Callimico spp.,210.5,1093,Callimico,GENUS
Calliphlox spp.,1660,1300,Calliphlox,GENUS
Callista spp.,5687,39612,Callista,GENUS
Callithrix spp.,211,2335,Callithrix,GENUS
Callocephalon spp.,1493,2000,Callocephalon,GENUS
Calochilus spp.,5689,12824,Calochilus,GENUS
Calochlaena spp.,5080.01,13572,Calochlaena,GENUS
Caloenas spp.,1451,2028,Caloenas,GENUS
Caloperdix spp.,1325,1745,Caloperdix,GENUS
Calopogon spp.,5690,12602,Calopogon,GENUS
Caloprymnus spp.,82,687,Caloprymnus,GENUS
Calothorax spp.,1661,1946,Calothorax,GENUS
Caluera spp.,5691,12975,Caluera,GENUS
Calumma spp.,2281.8,2713,Calumma,GENUS
Calymmanthera spp.,5692,13534,Calymmanthera,GENUS
Calymmanthium spp.,4161,13656,Calymmanthium,GENUS
Calypso spp.,5693,13094,Calypso,GENUS
Calypte spp.,1662,2601,Calypte,GENUS
Calyptocephalella spp.,2526.1,1065,Calyptocephalella,GENUS
Calyptopora spp.,3714,2422,Calyptopora,GENUS
Calyptorhynchus spp.,1494,1454,Calyptorhynchus,GENUS
Calyptrochilum spp.,5694,13029,Calyptrochilum,GENUS
Camarotis spp.,5696,13576,Camarotis,GENUS
Camellia spp.,7580,13078,Camellia,GENUS
Camelus spp.,840,1473,Camelus,GENUS
Campephilus spp.,1810,1072,Campephilus,GENUS
Campylocentrum spp.,5698,13251,Campylocentrum,GENUS
Campylopterus spp.,1663,1813,Campylopterus,GENUS
Canacorchis spp.,5701,39188,Canacorchis,GENUS
Candoia spp.,2367,2238,Candoia,GENUS
Canis spp.,570,2036,Canis,GENUS
Cantharellus spp.,3300,2168,Cantharellus,GENUS
Capanemia spp.,5702,12832,Capanemia,GENUS
Caperea spp.,562,1288,Caperea,GENUS
Capra spp.,889,2193,Capra,GENUS
Capricornis spp.,890,1254,Capricornis,GENUS
Caprolagus spp.,360,1186,Caprolagus,GENUS
Caracal spp.,681.3,1001,Caracal,GENUS
Caracara spp.,1280.5,1123,Caracara,GENUS
Carcharodon spp.,2590,1577,Carcharodon,GENUS
Carduelis spp.,1911,2679,Carduelis,GENUS
Caretta spp.,2151,1730,Caretta,GENUS
Carnegiea spp.,4162,13273,Carnegiea,GENUS
Caryocar spp.,4920,13622,Caryocar,GENUS
Caryophyllia spp.,3506,1586,Caryophyllia,GENUS
Caryopteris spp.,7610,13318,Caryopteris,GENUS
Casarea spp.,2389.7,2059,Casarea,GENUS
Castellanosia spp.,4163,39671,Castellanosia,GENUS
Catagonus spp.,820,1160,Catagonus,GENUS
Catalaphyllia spp.,3507,1046,Catalaphyllia,GENUS
Catasetum spp.,5705,13515,Catasetum,GENUS
Catopuma spp.,681.5,2128,Catopuma,GENUS
Catreus spp.,1326,2484,Catreus,GENUS
Cattleya spp.,5717,13644,Cattleya,GENUS
Cattleyopsis spp.,5733,13109,Cattleyopsis,GENUS
Caucaea spp.,5734,12803,Caucaea,GENUS
Caularthron spp.,5735,12567,Caularthron,GENUS
Caulastraea spp.,3354,1033,Caulastraea,GENUS
Cebus spp.,237,1876,Cebus,GENUS
Cedrela spp.,5359,13009,Cedrela,GENUS
Celtis spp.,7600,13638,Celtis,GENUS
Centrogenium spp.,5736,39595,Centrogenium,GENUS
Centroglossa spp.,5737,13135,Centroglossa,GENUS
Centrosia spp.,5739,39314,Centrosia,GENUS
Centrostigma spp.,5740,13521,Centrostigma,GENUS
Cephalanthera spp.,5741,13508,Cephalanthera,GENUS
Cephalantheropsis spp.,5743,12924,Cephalantheropsis,GENUS
Cephalocereus spp.,4164,12739,Cephalocereus,GENUS
Cephalocleistocactus spp.,4169,13364,Cephalocleistocactus,GENUS
Cephalophus spp.,891,1665,Cephalophus,GENUS
Cephalopterus spp.,1820,2661,Cephalopterus,GENUS
Cephalorhynchus spp.,511,1383,Cephalorhynchus,GENUS
Cephalotus spp.,4940,12955,Cephalotus,GENUS
Ceraria spp.,7466.3,12879,Ceraria,GENUS
Ceratandra spp.,5744,13066,Ceratandra,GENUS
Ceratocentron spp.,5744.7,13606,Ceratocentron,GENUS
Ceratochilus spp.,5745,12649,Ceratochilus,GENUS
Ceratostylis spp.,5746,13678,Ceratostylis,GENUS
Ceratotherium spp.,801,1538,Ceratotherium,GENUS
Ceratotrochus spp.,3508,1298,Ceratotrochus,GENUS
Ceratozamia spp.,7632,13147,Ceratozamia,GENUS
Cerberus spp.,2401,1272,Cerberus,GENUS
Cercocebus spp.,252,1980,Cercocebus,GENUS
Cercopithecus spp.,253,1627,Cercopithecus,GENUS
Cerdocyon spp.,570.8,2125,Cerdocyon,GENUS
Cereus spp.,4170,12795,Cereus,GENUS
Ceropegia spp.,4060,13142,Ceropegia,GENUS
Cervus spp.,861,2515,Cervus,GENUS
Cetorhinus spp.,2595,2276,Cetorhinus,GENUS
Chaeropus spp.,30,1633,Chaeropus,GENUS
Chaetocercus spp.,1665,1181,Chaetocercus,GENUS
Chaetophractus spp.,340.5,1304,Chaetophractus,GENUS
Chalcopsitta spp.,1495,1927,Chalcopsitta,GENUS
Chalcostigma spp.,1666,2254,Chalcostigma,GENUS
Chalybura spp.,1667,813,Chalybura,GENUS
Chamaeangis spp.,5752,12652,Chamaeangis,GENUS
Chamaeanthus spp.,5753,12946,Chamaeanthus,GENUS
Chamaecereus spp.,4183,39246,Chamaecereus,GENUS
Chamaegastrodia spp.,5754,12671,Chamaegastrodia,GENUS
Chamaeleo spp.,2282,1639,Chamaeleo,GENUS
Chamelophyton spp.,5756,13543,Chamelophyton,GENUS
Chamorchis spp.,5757,13005,Chamorchis,GENUS
Changnienia spp.,5758,13434,Changnienia,GENUS
Charina spp.,2369,1487,Charina,GENUS
Charmosyna spp.,1497,2648,Charmosyna,GENUS
Chaseella spp.,5759,12902,Chaseella,GENUS
Chasmistes spp.,2670,2409,Chasmistes,GENUS
Chaubardia spp.,5760,12808,Chaubardia,GENUS
Chaubardiella spp.,5761,12984,Chaubardiella,GENUS
Chauliodon spp.,5762,12556,Chauliodon,GENUS
Cheilinus spp.,2712,1245,Cheilinus,GENUS
Cheiloporidion spp.,3715,866,Cheiloporidion,GENUS
Cheiradenia spp.,5763,13651,Cheiradenia,GENUS
Cheirogaleus spp.,152,2530,Cheirogaleus,GENUS
Cheirorchis spp.,5764,13069,Cheirorchis,GENUS
Cheirostylis spp.,5765,13558,Cheirostylis,GENUS
Chelictinia spp.,1206,1138,Chelictinia,GENUS
Chelodina spp.,2188,2587,Chelodina,GENUS
Chelonanthera spp.,5766,39230,Chelonanthera,GENUS
Chelonia spp.,2152,1365,Chelonia,GENUS
Chelonistele spp.,5767,13362,Chelonistele,GENUS
Chelonoidis spp.,2131.7,1601,Chelonoidis,GENUS
Chersina spp.,2132,2289,Chersina,GENUS
Chiapasia spp.,4184,39213,Chiapasia,GENUS
Chigua spp.,7634,13394,Chigua,GENUS
Chileorebutia spp.,4186,39553,Chileorebutia,GENUS
Chiloglottis spp.,5768,12677,Chiloglottis,GENUS
Chiloschista spp.,5770,13321,Chiloschista,GENUS
Chinchilla spp.,450,1942,Chinchilla,GENUS
Chiropotes spp.,238,1564,Chiropotes,GENUS
Chitra spp.,2167,1351,Chitra,GENUS
Chlamydotis spp.,1403,1523,Chlamydotis,GENUS
Chloraea spp.,5774,13268,Chloraea,GENUS
Chlorocebus spp.,255.6,965,Chlorocebus,GENUS
Chlorostilbon spp.,1669,2649,Chlorostilbon,GENUS
Choloepus spp.,330,679,Choloepus,GENUS
Chondrohierax spp.,1207,1235,Chondrohierax,GENUS
Chondrorhyncha spp.,5777,13195,Chondrorhyncha,GENUS
