cites_trade_name,legacy_cites_ID,valid_name_species_plus_id,valid_name,trade_name_rank,name_status
Malaxis brachyrrhynchos,6515.7,13662,Malaxis,SPECIES,T
Malaxis calophylla,6515.8,13662,Malaxis,SPECIES,T
Malaxis carrii,6515.95,13662,Malaxis,SPECIES,T
Malaxis comans,6516.2,13662,Malaxis,SPECIES,T
Malaxis elegans,6516.85,13662,Malaxis,SPECIES,T
Malaxis excavata,6516.9,13662,Malaxis,SPECIES,T
Malaxis graminifolia,6517.1,13662,Malaxis,SPECIES,T
Malaxis grisebachiana,6517.2,13662,Malaxis,SPECIES,T
Malaxis histionantha,6517.264,13662,Malaxis,SPECIES,T
Malaxis integra,6517.3,13662,Malaxis,SPECIES,T
Malaxis josephiana,6517.5,13662,Malaxis,SPECIES,T
Malaxis khasiana,6517.7,13662,Malaxis,SPECIES,T
Malaxis macrochila,6518.45,13662,Malaxis,SPECIES,T
Malaxis marsupichila,6518.55,13662,Malaxis,SPECIES,T
Malaxis maximowicziana,6518.6,13662,Malaxis,SPECIES,T
Malaxis maxonii,6518.65,13662,Malaxis,SPECIES,T
Malaxis metallica,6518.8,13662,Malaxis,SPECIES,T
Malaxis micrantha,6518.85,13662,Malaxis,SPECIES,T
Malaxis muscifera,6518.95,13662,Malaxis,SPECIES,T
Malaxis octodentata,6519.4,13662,Malaxis,SPECIES,T
Malaxis parthonii,6519.53,13662,Malaxis,SPECIES,T
Malaxis prasina,6519.7,13662,Malaxis,SPECIES,T
Malaxis punctata,6519.97,13662,Malaxis,SPECIES,T
Malaxis purpurea,6520,13662,Malaxis,SPECIES,T
Malaxis quadridens,6520.1,13662,Malaxis,SPECIES,T
Malaxis sikkimensis,6520.7,13662,Malaxis,SPECIES,T
Malaxis unifolia,6521.9,13662,Malaxis,SPECIES,T
Malaxis versicolor,6521.95,13662,Malaxis,SPECIES,T
Malaxis lutea,6518.2,13662,Malaxis,SPECIES,T
Scaphyglottis acostaei,7157.05,13663,Scaphyglottis,SPECIES,T
Scaphyglottis albida,7157.1,13663,Scaphyglottis,SPECIES,T
Scaphyglottis amethystina,7157.2,13663,Scaphyglottis,SPECIES,T
Scaphyglottis amparoana,7157.25,13663,Scaphyglottis,SPECIES,T
Scaphyglottis aurea,7157.35,13663,Scaphyglottis,SPECIES,T
Scaphyglottis behrii,7157.4,13663,Scaphyglottis,SPECIES,T
Scaphyglottis bidentata,7157.41,13663,Scaphyglottis,SPECIES,T
Scaphyglottis bifida,7157.5,13663,Scaphyglottis,SPECIES,T
Scaphyglottis boliviensis,7157.65,13663,Scaphyglottis,SPECIES,T
Scaphyglottis chocoana,7157.87,13663,Scaphyglottis,SPECIES,T
Scaphyglottis confusa,7157.9,13663,Scaphyglottis,SPECIES,T
Scaphyglottis grandiflora,7158.87,13663,Scaphyglottis,SPECIES,T
Scaphyglottis leucantha,7158.93,13663,Scaphyglottis,SPECIES,T
Scaphyglottis lindeniana,7159,13663,Scaphyglottis,SPECIES,T
Scaphyglottis longicaulis,7159.13,13663,Scaphyglottis,SPECIES,T
Scaphyglottis mesocopis,7159.17,13663,Scaphyglottis,SPECIES,T
Scaphyglottis minutiflora,7159.3,13663,Scaphyglottis,SPECIES,T
Scaphyglottis sublifera,7160.19,13663,Scaphyglottis,SPECIES,T
Scaphyglottis summersii,7160.25,13663,Scaphyglottis,SPECIES,T
Scaphyglottis triloba,7160.45,13663,Scaphyglottis,SPECIES,T
Scaphyglottis violacea,7160.5,13663,Scaphyglottis,SPECIES,T
Scaphyglottis plicatus,7159.6,13663,Scaphyglottis,SPECIES,T
Oroya acollana,4694.1,13668,Oroya,SPECIES,T
Oroya subgibbosa,4694.8,13668,Oroya,SPECIES,T
Leochilus johnstonii,6446.7,13676,Leochilus,SPECIES,T
Leochilus oncidioides,6447,13676,Leochilus,SPECIES,T
Leochilus pygmaeus,6447.3,13676,Leochilus,SPECIES,T
Leochilus tricuspidatus,6447.6,13676,Leochilus,SPECIES,T
Leochilus bidentatus,6446.2,13676,Leochilus,SPECIES,T
Acostaea bicornis,5414.05,13677,Acostaea,SPECIES,T
Acostaea costaricensis,5414.4,13677,Acostaea,SPECIES,T
Acostaea tenax,5414.55,13677,Acostaea,SPECIES,T
Ceratostylis alpina,5746.1,13678,Ceratostylis,SPECIES,T
Ceratostylis ampullacea,5746.2,13678,Ceratostylis,SPECIES,T
Ceratostylis breviceps,5746.4,13678,Ceratostylis,SPECIES,T
Ceratostylis eria,5746.48,13678,Ceratostylis,SPECIES,T
Ceratostylis himalaica,5746.6,13678,Ceratostylis,SPECIES,T
Ceratostylis incognita,5746.65,13678,Ceratostylis,SPECIES,T
Ceratostylis mayrii,5746.9,13678,Ceratostylis,SPECIES,T
Ceratostylis philippinensis,5747.4,13678,Ceratostylis,SPECIES,T
Ceratostylis retisquama,5747.5,13678,Ceratostylis,SPECIES,T
Ceratostylis subulata,5747.8,13678,Ceratostylis,SPECIES,T
Ceratostylis teres,5747.9,13678,Ceratostylis,SPECIES,T
Ceratostylis minor,5747.1,13678,Ceratostylis,SPECIES,T
Angraecum veitchii,5500.9,13678,Ceratostylis,SPECIES,T
Ritaia,7102,13678,Ceratostylis,SPECIES,T
Ceratostylis obtusa,5747.2,13678,Ceratostylis,SPECIES,T
Ceratostylis fasciata,5746.5,13678,Ceratostylis,SPECIES,T
Ceratostylis rubrilata,5747.7,13678,Ceratostylis,SPECIES,T
Lycomormium elatum,6506.2,13680,Lycomormium,SPECIES,T
Lycomormium fiskei,6506.3,13680,Lycomormium,SPECIES,T
Lycomormium schmidtii,6506.4,13680,Lycomormium,SPECIES,T
Cochleanthes deckeri,5815.4,13682,Cochleanthes,SPECIES,T
Galeandra baueri,6265.2,13684,Galeandra,SPECIES,T
Galeandra chapadensis,6265.34,13684,Galeandra,SPECIES,T
Galeandra claesii,6265.35,13684,Galeandra,SPECIES,T
Galeandra devoniana,6265.4,13684,Galeandra,SPECIES,T
Galeandra dives,6265.5,13684,Galeandra,SPECIES,T
Galeandra greenwoodiana,6265.55,13684,Galeandra,SPECIES,T
Galeandra junceaoides,6265.57,13684,Galeandra,SPECIES,T
Galeandra lacustris,6265.6,13684,Galeandra,SPECIES,T
Galeandra leptoceras,6265.7,13684,Galeandra,SPECIES,T
Galeandra macroplectra,6265.75,13684,Galeandra,SPECIES,T
Galeandra minax,6265.8,13684,Galeandra,SPECIES,T
Galeandra nivalis,6266,13684,Galeandra,SPECIES,T
Galeandra stangeana,6266.1,13684,Galeandra,SPECIES,T
Galeandra styllomisantha,6266.2,13684,Galeandra,SPECIES,T
Diaphananthe lorifolia,6021,13688,Diaphananthe,SPECIES,T
Diaphananthe erecta,6020.7,13688,Diaphananthe,SPECIES,T
Agrostophyllum brevipes,5450.2,13689,Agrostophyllum,SPECIES,T
Agrostophyllum callosum,5450.3,13689,Agrostophyllum,SPECIES,T
Agrostophyllum compressum,5450.4,13689,Agrostophyllum,SPECIES,T
Agrostophyllum khasianum,5450.8,13689,Agrostophyllum,SPECIES,T
Agrostophyllum laterale,5450.84,13689,Agrostophyllum,SPECIES,T
Agrostophyllum luzonense,5451,13689,Agrostophyllum,SPECIES,T
Agrostophyllum macrocephalum,5451.1,13689,Agrostophyllum,SPECIES,T
Agrostophyllum myrianthum,5451.3,13689,Agrostophyllum,SPECIES,T
Agrostophyllum planicaule,5451.42,13689,Agrostophyllum,SPECIES,T
Agrostophyllum stipulatum,5451.45,13689,Agrostophyllum,SPECIES,T
Agrostophyllum dischoides,5450.6,13689,Agrostophyllum,SPECIES,T
x pacherocactus,4695.5,55867,Pacherocactus hybrid,GENUS,T
x pacherocactus orcuttii,4695.55,55867,Pacherocactus hybrid,SPECIES,T
Eriopsis sceptrum,6226.5,13691,Eriopsis,SPECIES,T
Sigmatostalix buchtieni,7188.7,13694,Sigmatostalix,SPECIES,T
Sigmatostalix weinmanniana,7190.65,13694,Sigmatostalix,SPECIES,T
Sigmatostalix cimicifera,7188.8,13694,Sigmatostalix,SPECIES,T
Scuticaria irwiniana,7175.2,13697,Scuticaria,SPECIES,T
Scuticaria kautskyi,7175.3,13697,Scuticaria,SPECIES,T
Scuticaria novaesii,7175.55,13697,Scuticaria,SPECIES,T
Scuticaria steelei,7175.7,13697,Scuticaria,SPECIES,T
Scuticaria mooreana,7175.5,13697,Scuticaria,SPECIES,T
Macrozamia platyrachis,7644.4,13698,Macrozamia,SPECIES,T
Macrozamia heterophylla,7643.7,13698,Macrozamia,SPECIES,T
Cryptophoranthus alvaroi,5871.3,13701,Cryptophoranthus,SPECIES,T
Cryptophoranthus hoehnei,5872.1,13701,Cryptophoranthus,SPECIES,T
Cryptophoranthus albus,5871.2,13701,Cryptophoranthus,SPECIES,T
Cryptophoranthus rufescens,5872.6,13701,Cryptophoranthus,SPECIES,T
Ascidieria cymbidifolia,5543.55,13703,Ascidieria,SPECIES,T
Cyrtopodium aliciae,5923.2,13704,Cyrtopodium,SPECIES,T
Cyrtopodium andersonii,5923.3,13704,Cyrtopodium,SPECIES,T
Cyrtopodium aureum,5923.33,13704,Cyrtopodium,SPECIES,T
Cyrtopodium blanchetii,5923.35,13704,Cyrtopodium,SPECIES,T
Cyrtopodium braemii,5923.37,13704,Cyrtopodium,SPECIES,T
Cyrtopodium brandonianum,5923.4,13704,Cyrtopodium,SPECIES,T
Cyrtopodium cardiochilum,5923.45,13704,Cyrtopodium,SPECIES,T
Cyrtopodium cristatum,5923.5,13704,Cyrtopodium,SPECIES,T
Cyrtopodium edmundoi,5923.7,13704,Cyrtopodium,SPECIES,T
Cyrtopodium eugenii,5923.8,13704,Cyrtopodium,SPECIES,T
Cyrtopodium falcilobum,5923.85,13704,Cyrtopodium,SPECIES,T
Cyrtopodium graniticum,5924.01,13704,Cyrtopodium,SPECIES,T
Cyrtopodium hatschbachii,5924.02,13704,Cyrtopodium,SPECIES,T
Cyrtopodium longibulbosum,5924.05,13704,Cyrtopodium,SPECIES,T
Cyrtopodium macrobulbon,5924.055,13704,Cyrtopodium,SPECIES,T
Cyrtopodium pallidum,5924.1,13704,Cyrtopodium,SPECIES,T
Cyrtopodium palmifrons,5924.2,13704,Cyrtopodium,SPECIES,T
Cyrtopodium paludicolum,5924.3,13704,Cyrtopodium,SPECIES,T
Cyrtopodium paniculatum,5924.4,13704,Cyrtopodium,SPECIES,T
Cyrtopodium paranaense,5924.5,13704,Cyrtopodium,SPECIES,T
Cyrtopodium parviflorum,5924.6,13704,Cyrtopodium,SPECIES,T
Cyrtopodium poecilum,5924.83,13704,Cyrtopodium,SPECIES,T
Cyrtopodium polyphyllum,5924.85,13704,Cyrtopodium,SPECIES,T
Cyrtopodium punctatum,5924.9,13704,Cyrtopodium,SPECIES,T
Cyrtopodium virescens,5925.3,13704,Cyrtopodium,SPECIES,T
Cyrtopodium withneri,5925.45,13704,Cyrtopodium,SPECIES,T
Cyrtopodium cruentum,5923.6,13704,Cyrtopodium,SPECIES,T
Cyrtopodium pickelii,5924.8,13704,Cyrtopodium,SPECIES,T
Dilochia cantleyi,6039.1,13705,Dilochia,SPECIES,T
Jumellea henryi,6402.95,13783,Jumellea jumelleana,SPECIES,T
Angraecum typicum,5500.6,13784,Angraecum eburneum,SPECIES,T
Angraecum eburneum superbum,5484.925,13784,Angraecum eburneum,SUBSPECIES,T
Angraecum eburneum xerophilum,5484.96,13784,Angraecum eburneum,SUBSPECIES,T
Angraecum eburneum superbum var. longicalcar,5484.93,13784,Angraecum eburneum,VARIETY,T
Aloe branddaaiensis,5294.9,13798,Aloe branddraaiensis,SPECIES,T
Pleurothallis procumbens,6964.4,13801,Pleurothallis tripterantha,SPECIES,T
Pleurothallis trialata,6973.8,13801,Pleurothallis tripterantha,SPECIES,T
Euphorbia virosa virosa,5201.52,13802,Euphorbia virosa,SUBSPECIES,T
Parodia haselbergii graessneri,4705.56,13903,Parodia haselbergii,SUBSPECIES,T
Parodia haselbergii haselbergii,4705.57,13903,Parodia haselbergii,SUBSPECIES,T
Euphorbia subapoda,5194.7,13947,Euphorbia primulifolia,SPECIES,T
Euphorbia primulifolia var. begardii,5183.81,13947,Euphorbia primulifolia,VARIETY,T
Euphorbia primulifolia var. primulifolia,5183.82,13947,Euphorbia primulifolia,VARIETY,T
Dolichothele decipiens,4257.7,13950,Mammillaria decipiens,SPECIES,T
Mammillaria decipiens camptotricha,4500.01,13950,Mammillaria decipiens,SUBSPECIES,T
Odontoglossum londesboroughianum,6718.3,14000,Mesoglossum londesboroughianum,SPECIES,T
Spiranthes glauca,7222.6,14023,Spiranthes spiralis,SPECIES,T
Disocactus ramulosus,4256.6,14045,Pseudorhipsalis ramulosa,SPECIES,T
Rhipsalis purpusii,4813.2,14045,Pseudorhipsalis ramulosa,SPECIES,T
Epidendrum mosenii,6177.3,14048,Epidendrum strobiliferum,SPECIES,T
Epidendrum rodriguesii,6187.9,14048,Epidendrum strobiliferum,SPECIES,T
Rhipsalis leucorhaphis,4809.5,14068,Lepismium lumbricoides,SPECIES,T
Cattleya lutea,5726,14074,Laelia flava,SPECIES,T
Laelia flava var. micranthum,6427.3,14074,Laelia flava,VARIETY,T
Sarcanthus secundus,7131.2,14079,Cleisostoma subulatum,SPECIES,T
Sarcanthus subulatus,7131.4,14079,Cleisostoma subulatum,SPECIES,T
Triaristella didyma,7319.2,14081,Trisetella didyma,SPECIES,T
Anacampseros filamentosa tomentosa,7462.13,14102,Anacampseros filamentosa,SUBSPECIES,T
Encyclia unensis,6135.4,14130,Encyclia unaensis,SPECIES,T
Notocactus arechavaletai,4634.8,14148,Parodia ottonis,SPECIES,T
Parodia ottonis ottonis,4710.16,14148,Parodia ottonis,SUBSPECIES,T
Zamia vasquezii,7651.36,14149,Zamia vazquezii,SPECIES,T
Paphiopedilum barbatum var. nigritum,6822.33,14172,Paphiopedilum barbatum,VARIETY,T
Melocactus curvispinus caesius,4568.305,14173,Melocactus curvispinus,SUBSPECIES,T
Melocactus curvispinus curvispinus,4568.31,14173,Melocactus curvispinus,SUBSPECIES,T
Melocactus curvispinus dawsonii,4568.315,14173,Melocactus curvispinus,SUBSPECIES,T
Dendrobium rugosum var. rugosum,5993.37,14209,Dendrobium rugosum,VARIETY,T
Cirrhopetalum tricorne,5796.2,14214,Bulbophyllum tricorne,SPECIES,T
Espostoa sericata,4343.6,14238,Espostoa lanata,SPECIES,T
Discocactus zehntneri boomianus,4254.515,14252,Discocactus zehntneri,SUBSPECIES,T
Discocactus zehntneri zehntneri,4254.53,14252,Discocactus zehntneri,SUBSPECIES,T
Echinocereus fendleri rectispinus,4276.31,14253,Echinocereus fendleri,SUBSPECIES,T
Lycaste skinneri var. alba,6504.1,14283,Lycaste skinneri,VARIETY,T
Encyclia falcata,6123.3,14305,Epidendrum parkinsonianum,SPECIES,T
Liparis propinqua,6480.37,14323,Liparis disticha,SPECIES,T
Paphiopedilum victoria-regina kalinae,6836.015,14325,Paphiopedilum victoria-regina,SUBSPECIES,T
Paphiopedilum hookerae var. volonteanum,6828.42,14345,Paphiopedilum hookerae,VARIETY,T
Notocactus grossei,4639.1,14358,Parodia mueller-melchersii,SPECIES,T
Parodia mueller-melchersii gutierrezii,4708.955,14358,Parodia mueller-melchersii,SUBSPECIES,T
Parodia mueller-melchersii mueller-melchersii,4708.96,14358,Parodia mueller-melchersii,SUBSPECIES,T
Parodia mueller-melchersii winkleri,4708.965,14358,Parodia mueller-melchersii,SUBSPECIES,T
Parodia concinna agnetae,4702.875,14363,Parodia concinna,SUBSPECIES,T
Parodia concinna concinna,4702.885,14363,Parodia concinna,SUBSPECIES,T
Lemaireocereus euphorbioides,4427.8,14397,Neobuxbaumia euphorbioides,SPECIES,T
Stenocereus euphorbioides,4843.1,14397,Neobuxbaumia euphorbioides,SPECIES,T
Weberbauerocereus fascicularis,4893.4,14418,Weberbauerocereus weberbaueri,SPECIES,T
Escobaria sneedii sneedii,4337.41,14439,Escobaria sneedii,SUBSPECIES,T
Avonia papyracea namaensis,7466.225,14466,Avonia papyracea,SUBSPECIES,T
Hexisea mexicana,6358.9,14483,Hexalectris grandiflora,SPECIES,T
Rhipsalis floccosa floccosa,4807.505,14486,Rhipsalis floccosa,SUBSPECIES,T
Rhipsalis floccosa pulvinigera,4807.52,14486,Rhipsalis floccosa,SUBSPECIES,T
Rhipsalis floccosa tucumanensis,4807.525,14486,Rhipsalis floccosa,SUBSPECIES,T
Gymnocalycium roseiacanthum,4379.6,14503,Gymnocalycium calochlorum,SPECIES,T
Panisea parviflora,6818.5,14508,Panisea demissa,SPECIES,T
Pilocereus fulvilanthathus,4736,14518,Pilosocereus fulvilanatus,SPECIES,T
Pilosocereus fulvilanatus rosae,4743.11,14518,Pilosocereus fulvilanatus,SUBSPECIES,T
Pilosocereus backebergii,4740,14590,Pilosocereus lanuginosus,SPECIES,T
Ariocarpus bravoanus bravoanus,4114.36,14624,Ariocarpus bravoanus,SUBSPECIES,T
Ariocarpus bravoanus hintonii,4114.37,14624,Ariocarpus bravoanus,SUBSPECIES,T
Ariocarpus intermedius,4114.9,14702,Ariocarpus fissuratus,SPECIES,T
Ariocarpus lloydii,4115.1,14702,Ariocarpus fissuratus,SPECIES,T
Bulbophyllum cochleatum var. bequaertii,5628.405,14713,Bulbophyllum cochleatum,VARIETY,T
Mammillaria euthele,4504.1,14715,Mammillaria melanocentra,SPECIES,T
Mammillaria melanocentra rubrograndis,4519.915,14715,Mammillaria melanocentra,SUBSPECIES,T
Gymnocalycium stellatum occultum,4380.505,14754,Gymnocalycium stellatum,SUBSPECIES,T
Gymnocalycium catamarcense schmidianum,4370.365,14786,Gymnocalycium catamarcense,SUBSPECIES,T
Pleurothallis pringlei,6964.3,14821,Trichosalpinx pringlei,SPECIES,T
Oreocereus magnificus,4693.2,14849,Oreocereus pseudofossulatus,SPECIES,T
Cleistocactus krahnii,4194.2,14859,Matucana krahnii,SPECIES,T
Mammillaria prolifera haitiensis,4530.81,14914,Mammillaria prolifera,SUBSPECIES,T
Mammillaria crucigera tlalocii,4499.21,14916,Mammillaria crucigera,SUBSPECIES,T
Encyclia atropurpureum,6118.3,14921,Encyclia cordigera,SPECIES,T
Copiapoa fiedlerana,4211.7,14984,Copiapoa fiedleriana,SPECIES,T
Copiapoa pseudocoquimbana,4215,14984,Copiapoa fiedleriana,SPECIES,T
Mammillaria dealbata,4499.9,15007,Mammillaria haageana,SPECIES,T
Mammillaria donatii,4501.4,15007,Mammillaria haageana,SPECIES,T
Mammillaria kunthii,4514.9,15007,Mammillaria haageana,SPECIES,T
Mammillaria haageana conspicua,4509.61,15007,Mammillaria haageana,SUBSPECIES,T
Mammillaria haageana elegans,4509.615,15007,Mammillaria haageana,SUBSPECIES,T
Mammillaria haageana schmollii,4509.63,15007,Mammillaria haageana,SUBSPECIES,T
Epidendrum wallisii,6199.3,15028,Oerstedella wallisii,SPECIES,T
Podochilus australiensis,6983.1,15032,Appendicula australiensis,SPECIES,T
Euphorbia symmetrica,5195.4,15043,Euphorbia obesa,SPECIES,T
Cyathea australis australis,5002.61,15059,Cyathea australis,SUBSPECIES,T
Thelocactus tulensis buekii,4874.01,15063,Thelocactus tulensis,SUBSPECIES,T
Thelocactus tulensis matudae,4874.02,15063,Thelocactus tulensis,SUBSPECIES,T
Epidendrum tunghorae,6196.5,15064,Epidendrum tungurahuae,SPECIES,T
Gymnocalycium riojense paucispinum,4379.41,15093,Gymnocalycium riojense,SUBSPECIES,T
Gymnocalycium riojense piltziorum,4379.415,15093,Gymnocalycium riojense,SUBSPECIES,T
Phalaenopsis amabilis var. papuana,6869.252,15111,Phalaenopsis rosenstromii,VARIETY,T
Echinocactus setispinus,4269.1,15200,Thelocactus setispinus,SPECIES,T
Laelia fournieri,6427.4,15285,Laelia lucasiana,SPECIES,T
Laelia longipes var. alba,6430.21,15285,Laelia lucasiana,VARIETY,T
Aloe davyana,5301.1,15323,Aloe greatheadii,SPECIES,T
Aloe longibracteata,5315.2,15323,Aloe greatheadii,SPECIES,T
Aloe mutans,5319.7,15323,Aloe greatheadii,SPECIES,T
Aloe verdoorniae,5333.9,15323,Aloe greatheadii,SPECIES,T
Oreocereus sericatus,4693.5,15342,Oreocereus doelzianus,SPECIES,T
Rebutia mamillosa,4788.8,15356,Rebutia spegazziniana,SPECIES,T
Paphiopedilum philippinense var. roebelenii,6832.12,15386,Paphiopedilum philippinense,VARIETY,T
Paphiopedilum victoria-regina var. primulinum,6836.03,15395,Paphiopedilum primulinum,VARIETY,T
Paphiopedilum primulinum var. purpurascens,6832.55,15395,Paphiopedilum primulinum,VARIETY,T
Eulychnia longispina,4345.9,15403,Eulychnia breviflora,SPECIES,T
Eulychnia taltalensis,4346.5,15403,Eulychnia breviflora,SPECIES,T
Masdevallia lilliputiana,6547.8,15440,Dryadella lilliputana,SPECIES,T
Echinocactus uncinatus,4270.4,15456,Sclerocactus uncinatus,SPECIES,T
Sclerocactus uncinatus crassihamatus,4827.605,15456,Sclerocactus uncinatus,SUBSPECIES,T
Sclerocactus uncinatus wrightii,4827.615,15456,Sclerocactus uncinatus,SUBSPECIES,T
Melocactus azureus ferreophilus,4566.41,15465,Melocactus azureus,SUBSPECIES,T
Acampe longifolia,5404.2,15475,Acampe rigida,SPECIES,T
Saccolabium longifolium,7122.5,15475,Acampe rigida,SPECIES,T
Cymbidium i'ansoni,5890.8,15478,Cymbidium lowianum,SPECIES,T
Cymbidium iansonii,5890.9,15478,Cymbidium lowianum,SPECIES,T
Grammangis fallax,6304.3,15538,Grammangis ellisii,SPECIES,T
Dendrobium hirsutum,5967.2,15572,Dendrobium longicornu,SPECIES,T
Oncidium scandens,6770.5,15575,Oncidium variegatum,SPECIES,T
Oncidium sylvestre,6773.8,15575,Oncidium variegatum,SPECIES,T
Oncidium velutinum,6776.1,15575,Oncidium variegatum,SPECIES,T
Doritis wightii,6082.9,15665,Phalaenopsis deliciosa,SPECIES,T
Doritis wrightii,6083,15665,Phalaenopsis deliciosa,SPECIES,T
Masdevallia wageneriana var. pteroglossa,6568.62,15668,Masdevallia wageneriana,VARIETY,T
Coryphantha bisbeeana,4223.8,15689,Escobaria vivipara,SPECIES,T
Echinocactus vivipara,4270.9,15689,Escobaria vivipara,SPECIES,T
Sarcochilus unguiculatus,7135.6,15703,Pteroceras unguiculatum,SPECIES,T
Echinocereus subinermis ochoterenae,4286.805,15714,Echinocereus subinermis,SUBSPECIES,T
Echinocereus subinermis subinermis,4286.81,15714,Echinocereus subinermis,SUBSPECIES,T
Ionopsis paniculata,6390.5,15740,Ionopsis utricularioides,SPECIES,T
Echinomastus obrepanda,4293.4,15756,Echinopsis obrepanda,SPECIES,T
Echinopsis cristata,4299.5,15756,Echinopsis obrepanda,SPECIES,T
Lobivia frankii,4451.3,15756,Echinopsis obrepanda,SPECIES,T
Echinopsis obrepanda calorubra,4305.905,15756,Echinopsis obrepanda,SUBSPECIES,T
Echinopsis obrepanda tapecuana,4305.915,15756,Echinopsis obrepanda,SUBSPECIES,T
Notocactus prolifer,4644.2,15773,Parodia langsdorfii,SPECIES,T
Mammillaria nivea,4525,15782,Mammillaria geminispina,SPECIES,T
Mammillaria geminispina geminispina,4507.005,15782,Mammillaria geminispina,SUBSPECIES,T
Mammillaria geminispina leucocentra,4507.01,15782,Mammillaria geminispina,SUBSPECIES,T
Echinopsis rosarioana,4308.8,15805,Echinopsis formosa,SPECIES,T
Lobivia poco,4461.5,15805,Echinopsis formosa,SPECIES,T
Masdevallia floribunda tuerckheimii,6541.31,15810,Masdevallia floribunda,SUBSPECIES,T
Euphorbia viguieri var. ankarafantsiensis,5201.41,15816,Euphorbia viguieri,VARIETY,T
Euphorbia viguieri var. capuroniana,5201.42,15816,Euphorbia viguieri,VARIETY,T
Euphorbia viguieri var. tsimbazazae,5201.43,15816,Euphorbia viguieri,VARIETY,T
Euphorbia viguieri var. viguieri,5201.44,15816,Euphorbia viguieri,VARIETY,T
Telipogon gracillimus,7288.9,15820,Telipogon gracilipes,SPECIES,T
Dendrobium tetragonum var. giganteum,6002.805,15823,Dendrobium tetragonum,VARIETY,T
Dendrobium tetragonum var. tetragonum,6002.815,15823,Dendrobium tetragonum,VARIETY,T
Dendrobium longicolle,5974.6,15826,Diplocaulobium longicolle,SPECIES,T
Rhynchostylis ampullaceum,7097.1,15879,Ascocentrum ampullaceum,SPECIES,T
Encyclia pendula,6131.3,15918,Cymbidium aloifolium,SPECIES,T
Escobaria robertii,4336.6,15963,Escobaria emskoetteriana,SPECIES,T
Tridactyle teretifolia,7339.3,15965,Tridactyle tridentata,SPECIES,T
Dendrobium violaceum cyperifolium,6007.81,15967,Dendrobium violaceum,SUBSPECIES,T
Phalaenopsis speciosa var. tetraspis,6877.47,16007,Phalaenopsis tetraspis,VARIETY,T
Mammillaria petrophila arida,4528.51,16020,Mammillaria petrophila,SUBSPECIES,T
Mammillaria petrophila baxteriana,4528.52,16020,Mammillaria petrophila,SUBSPECIES,T
Vanilla tahitiensis,7370.75,16030,Vanilla planifolia,SPECIES,T
